x = -170.2277, y = -98.06839, z = -48.69937, angle = 117.8827, collision = h0007B0
x = -148.1326, y = -78.09973, z = -38.91764, angle = -16.4127, collision = h0031B0
x = -147.8862, y = -78.09973, z = -40.27991, angle = 4.70697, collision = h0031B0
x = -147.7504, y = -78.09973, z = -41.45582, angle = -94.08472, collision = h0031B0
x = -146.6432, y = -78.09985, z = -41.15034, angle = -179.0504, collision = h0032B0
x = -146.5598, y = -78.09956, z = -39.72499, angle = -136.463, collision = h0032B0
x = -145.479, y = -78.09967, z = -38.95249, angle = -47.64112, collision = h0032B0
x = -144.6197, y = -78.10015, z = -39.96732, angle = -1.224107, collision = h0032B0
x = -144.3078, y = -78.10037, z = -41.30946, angle = -98.19419, collision = h0032B0
x = -143.0567, y = -78.10059, z = -40.94016, angle = -160.6904, collision = h0032B0
x = -142.5982, y = -78.10056, z = -39.75169, angle = -135.7808, collision = h0032B0
x = -141.488, y = -78.10077, z = -38.97796, angle = -70.81371, collision = h0032B0
x = -140.1143, y = -78.10117, z = -39.31995, angle = -131.2424, collision = h0032B0
x = -139.1729, y = -78.10148, z = -38.65716, angle = -147.6433, collision = h0032B0
x = -140.4753, y = -78.1011, z = -38.2283, angle = 40.16241, collision = h0032B0
x = -141.6521, y = -78.10081, z = -40.18607, angle = -18.15343, collision = h0032B0
x = -141.1501, y = -78.09924, z = -41.49672, angle = -51.30457, collision = h0032B0
x = -140.0686, y = -78.10126, z = -41.09993, angle = -156.1399, collision = h0032B0
x = -138.9561, y = -78.1015, z = -39.64318, angle = -75.47792, collision = h0032B0
x = -137.7173, y = -78.10188, z = -40.14221, angle = 19.55004, collision = h0032B0
x = -138.2235, y = -78.1121, z = -41.20693, angle = 86.55961, collision = h0032B0
x = -139.7159, y = -78.09299, z = -42.21062, angle = -79.04842, collision = h0032B0
x = -138.3745, y = -78.09245, z = -42.24303, angle = -82.22847, collision = h0033B0
x = -137.4314, y = -78.6452, z = -42.27761, angle = -78.80666, collision = h0033B0
x = -136.4943, y = -79.25071, z = -42.27774, angle = -82.53091, collision = h0033B0
x = -135.5504, y = -79.85458, z = -42.25753, angle = -118.1305, collision = h0033B0
x = -134.687, y = -80.40737, z = -41.85725, angle = -95.99365, collision = h0033B0
x = -133.768, y = -80.99566, z = -41.69537, angle = -104.8348, collision = h0033B0
x = -132.5522, y = -81.07256, z = -41.39296, angle = -174.4925, collision = h0033B0
x = -132.0537, y = -81.35621, z = -40.07274, angle = -169.619, collision = h0033B0
x = -131.6445, y = -81.35621, z = -38.96703, angle = -115.6775, collision = h0033B0
x = -130.9641, y = -81.35621, z = -37.95805, angle = -154.2567, collision = h0033B0
x = -129.82, y = -81.35621, z = -37.83337, angle = -88.33021, collision = h0033B0
x = -129.6641, y = -81.35617, z = -36.70063, angle = 159.0688, collision = h0033B0
x = -130.0365, y = -81.35596, z = -35.75198, angle = 149.2349, collision = h0033B0
x = -130.9133, y = -81.35583, z = -35.17902, angle = 124.2572, collision = h0033B0
x = -131.0048, y = -81.35559, z = -34.13375, angle = -121.3241, collision = h0033B0
x = -129.8508, y = -81.35548, z = -33.635, angle = -90.01775, collision = h0033B0
x = -128.3934, y = -81.07219, z = -33.84171, angle = -16.83058, collision = h0033B0
x = -128.0874, y = -81.07243, z = -34.99277, angle = 76.61999, collision = h0033B0
x = -132.0314, y = -81.08166, z = -34.58447, angle = 83.35085, collision = h0033B0
x = -132.7815, y = -81.07252, z = -35.46485, angle = -39.01574, collision = h0033B0
x = -132.0139, y = -81.0955, z = -36.47064, angle = -41.68508, collision = h0033B0
x = -132.8593, y = -81.35621, z = -39.07954, angle = 141.7822, collision = h0033B0
x = -133.8239, y = -81.07236, z = -38.08715, angle = 89.99758, collision = h0033B0
x = -135.0043, y = -81.07687, z = -38.36125, angle = 17.31814, collision = h0033B0
x = -135.4794, y = -81.35548, z = -39.7097, angle = 78.30154, collision = h0033B0
x = -136.7568, y = -81.35525, z = -39.91445, angle = 127.2082, collision = h0033B0
x = -137.819, y = -81.35516, z = -39.21912, angle = 47.24426, collision = h0033B0
x = -138.6234, y = -81.35504, z = -40.0062, angle = 65.42105, collision = h0034B0
x = -139.8443, y = -81.35316, z = -39.94047, angle = 117.9719, collision = h0034B0
x = -141.0888, y = -81.35316, z = -39.57342, angle = 120.9117, collision = h0034B0
x = -142.1818, y = -81.35316, z = -39.57054, angle = 86.39895, collision = h0034B0
x = -143.2043, y = -81.35316, z = -39.61002, angle = 84.58772, collision = h0034B0
x = -144.6301, y = -81.35316, z = -39.75106, angle = 82.45873, collision = h0034B0
x = -146.0565, y = -81.35316, z = -39.86163, angle = 87.61553, collision = h0034B0
x = -147.4146, y = -81.35298, z = -39.92245, angle = 86.25301, collision = h0035B0
x = -148.8442, y = -81.35298, z = -40.01954, angle = 88.11965, collision = h0035B0
x = -150.2736, y = -81.35298, z = -40.02892, angle = 111.7223, collision = h0035B0
x = -151.6133, y = -81.35298, z = -39.56678, angle = 85.76173, collision = h0035B0
x = -153.0393, y = -81.35298, z = -39.65501, angle = 85.19431, collision = h0035B0
x = -154.4659, y = -81.35298, z = -39.78906, angle = 83.27021, collision = h0035B0
x = -155.7289, y = -81.35298, z = -39.97168, angle = 82.53773, collision = h0035B0
x = -157.0787, y = -81.35298, z = -39.81469, angle = 150.5298, collision = h0035B0
x = -158.0935, y = -81.35298, z = -39.17085, angle = 113.8259, collision = h0035B0
x = -158.4108, y = -81.35298, z = -37.90772, angle = -163.2362, collision = h0035B0
x = -158.168, y = -81.35299, z = -36.50348, angle = 179.3582, collision = h0035B0
x = -158.1736, y = -81.35299, z = -35.23596, angle = -179.3078, collision = h0035B0
x = -158.1565, y = -81.35299, z = -33.80313, angle = -179.3845, collision = h0035B0
x = -158.1415, y = -81.35299, z = -32.37027, angle = -179.5075, collision = h0035B0
x = -158.1296, y = -81.35299, z = -30.93739, angle = -179.6682, collision = h0035B0
x = -158.1296, y = -81.35299, z = -29.6607, angle = 174.1082, collision = h0071B0
x = -158.2111, y = -81.353, z = -28.64484, angle = 173.6879, collision = h0071B0
x = -158.7287, y = -81.353, z = -27.53491, angle = 86.9015, collision = h0071B0
x = -159.7541, y = -81.07445, z = -27.56192, angle = 50.956, collision = h0071B0
x = -160.6129, y = -81.07297, z = -28.161, angle = 137.0744, collision = h0071B0
x = -160.6061, y = -81.07582, z = -26.78139, angle = -143.6292, collision = h0071B0
x = -159.711, y = -81.07484, z = -25.72676, angle = -171.2699, collision = h0071B0
x = -159.3996, y = -81.07825, z = -24.54004, angle = -157.7074, collision = h0071B0
x = -158.5986, y = -81.0801, z = -23.87637, angle = -20.31895, collision = h0071B0
x = -158.2077, y = -81.07622, z = -25.21082, angle = 29.74299, collision = h0071B0
x = -157.2051, y = -81.353, z = -28.36225, angle = -88.8068, collision = h0071B0
x = -155.7768, y = -81.07494, z = -28.37462, angle = -60.56149, collision = h0071B0
x = -156.5546, y = -81.09765, z = -27.39594, angle = -178.4097, collision = h0071B0
x = -156.6313, y = -81.0736, z = -26.0741, angle = -165.918, collision = h0071B0
x = -156.231, y = -81.07592, z = -24.80493, angle = -150.3812, collision = h0071B0
x = -155.7213, y = -81.08064, z = -23.85703, angle = 173.9921, collision = h0071B0
x = -156.3543, y = -81.07884, z = -22.61858, angle = 150.6904, collision = h0071B0
x = -157.0295, y = -81.08308, z = -21.35583, angle = 165.1921, collision = h0071B0
x = -157.5284, y = -81.08704, z = -20.05647, angle = 122.5184, collision = h0071B0
x = -158.7627, y = -81.09296, z = -19.35141, angle = 106.277, collision = h0071B0
x = -160.1394, y = -81.09584, z = -18.95574, angle = 93.12254, collision = h0071B0
x = -160.6061, y = -81.09364, z = -19.98954, angle = -4.020605, collision = h0071B0
x = -160.6133, y = -81.09062, z = -21.38032, angle = 8.031496, collision = h0071B0
x = -160.4806, y = -81.08782, z = -22.53581, angle = -12.51386, collision = h0071B0
x = -159.8854, y = -81.0815, z = -23.65494, angle = -29.99565, collision = h0071B0
x = -157.543, y = -81.353, z = -27.09482, angle = 156.875, collision = h0071B0
x = -159.4068, y = -81.08721, z = -21.4366, angle = -139.7118, collision = h0071B0
x = -156.4666, y = -81.0825, z = -20.30615, angle = -103.2132, collision = h0071B0
x = -155.8345, y = -81.08593, z = -19.29458, angle = 139.646, collision = h0071B0
x = -156.6398, y = -81.08627, z = -18.30485, angle = 123.6699, collision = h0071B0
x = -157.8912, y = -81.0919, z = -17.83642, angle = 87.54705, collision = h0071B0
x = -159.3166, y = -81.0975, z = -17.82763, angle = 146.5945, collision = h0071B0
x = -159.9757, y = -81.20325, z = -16.62853, angle = -174.1181, collision = h0071B0
x = -159.4819, y = -81.34515, z = -15.37274, angle = -112.7925, collision = h0071B0
x = -158.1443, y = -81.34515, z = -15.10842, angle = -31.00084, collision = h0071B0
x = -157.7168, y = -81.34515, z = -16.04904, angle = 18.0304, collision = h0071B0
x = -156.6136, y = -81.43006, z = -15.78526, angle = -126.2532, collision = h0071B0
x = -155.8431, y = -81.98044, z = -15.22044, angle = -125.2028, collision = h0071B0
x = -155.0582, y = -82.54774, z = -14.67768, angle = -82.06629, collision = h0071B0
x = -153.6371, y = -82.91967, z = -14.70715, angle = -131.8585, collision = h0071B0
x = -152.8306, y = -83.00928, z = -13.87033, angle = 172.4949, collision = h0071B0
x = -152.9313, y = -83.63851, z = -12.92465, angle = -177.6268, collision = h0071B0
x = -152.9783, y = -84.13312, z = -11.45699, angle = -178.3292, collision = h0071B0
x = -152.9145, y = -84.13326, z = -10.15138, angle = -164.4682, collision = h0071B0
x = -153.3705, y = -84.13294, z = -9.176722, angle = 163.2416, collision = h0071B0
x = -153.7543, y = -84.13271, z = -7.894635, angle = 179.9048, collision = h0071B0
x = -153.7866, y = -84.13277, z = -6.619273, angle = -122.0764, collision = h0071B0
x = -152.6637, y = -84.13371, z = -6.084735, angle = -74.30328, collision = h0071B0
x = -154.9669, y = -84.13184, z = -6.416197, angle = 90.47875, collision = h0071B0
x = -156.1574, y = -84.13083, z = -7.120023, angle = 81.55311, collision = h0071B0
x = -157.5529, y = -84.12984, z = -7.36482, angle = 87.34814, collision = h0071B0
x = -158.5939, y = -84.13043, z = -7.035741, angle = 122.9965, collision = h0071B0
x = -159.7553, y = -84.12679, z = -6.279949, angle = 135.8989, collision = h0071B0
x = -160.841, y = -84.1268, z = -5.368123, angle = 63.48158, collision = h0071B0
x = -161.7784, y = -84.1268, z = -6.263255, angle = -25.6246, collision = h0071B0
x = -161.1753, y = -84.1268, z = -7.316422, angle = -104.8359, collision = h0071B0
x = -152.0723, y = -84.13412, z = -7.131284, angle = -2.016627, collision = h0071B0
x = -152.2321, y = -84.13392, z = -8.339182, angle = 67.19807, collision = h0071B0
x = -154.5095, y = -84.13204, z = -8.933329, angle = 109.2537, collision = h0071B0
x = -155.8259, y = -84.13101, z = -8.492351, angle = 102.6068, collision = h0071B0
x = -157.1734, y = -84.12994, z = -8.310832, angle = 19.80943, collision = h0071B0
x = -157.5793, y = -84.12952, z = -9.636245, angle = -9.85293, collision = h0071B0
x = -157.3539, y = -84.12963, z = -10.89218, angle = -16.66227, collision = h0071B0
x = -157.1228, y = -84.1303, z = -12.28266, angle = 45.81919, collision = h0071B0
x = -158.2169, y = -84.13305, z = -13.14981, angle = 96.72446, collision = h0071B0
x = -159.6161, y = -84.13387, z = -12.99921, angle = 106.1721, collision = h0071B0
x = -160.9424, y = -84.13386, z = -12.48924, angle = 167.0416, collision = h0071B0
x = -161.1714, y = -84.13165, z = -11.37055, angle = -110.0051, collision = h0071B0
x = -159.9618, y = -84.13036, z = -11.23264, angle = 5.689206, collision = h0071B0
x = -162.1181, y = -84.13437, z = -12.2813, angle = 100.0641, collision = h0071B0
x = -163.3755, y = -84.13486, z = -12.20615, angle = 85.8128, collision = h0071B0
x = -164.6109, y = -84.13486, z = -12.60599, angle = 20.34716, collision = h0071B0
x = -165.0322, y = -84.13486, z = -13.74681, angle = -3.042125, collision = h0071B0
x = -165.6046, y = -84.13486, z = -14.60707, angle = 60.35842, collision = h0071B0
x = -166.8491, y = -84.13486, z = -15.07543, angle = 118.7753, collision = h0071B0
x = -167.7379, y = -84.13486, z = -14.18169, angle = -148.7446, collision = h0071B0
x = -167.2143, y = -84.13486, z = -12.88101, angle = 127.6279, collision = h0071B0
x = -168.3174, y = -84.13486, z = -12.48674, angle = 26.31146, collision = h0071B0
x = -168.7916, y = -84.13486, z = -13.5676, angle = -4.086721, collision = h0071B0
x = -168.7922, y = -84.13486, z = -14.99618, angle = 17.12374, collision = h0071B0
x = -169.4603, y = -84.13486, z = -16.1174, angle = 150.0458, collision = h0071B0
x = -169.6867, y = -84.13486, z = -12.70091, angle = 86.14375, collision = h0071B0
x = -170.7585, y = -84.13486, z = -12.60031, angle = 70.54095, collision = h0071B0
x = -171.3596, y = -84.13486, z = -13.59879, angle = 23.05551, collision = h0071B0
x = -171.8772, y = -84.13486, z = -14.90875, angle = 25.49311, collision = h0071B0
x = -172.7165, y = -84.13486, z = -16.01511, angle = 94.35545, collision = h0071B0
x = -174.1076, y = -84.13486, z = -15.88247, angle = 155.6942, collision = h0071B0
x = -174.2943, y = -84.13486, z = -14.77735, angle = -140.0479, collision = h0071B0
x = -173.3612, y = -84.13486, z = -13.71445, angle = -109.6759, collision = h0071B0
x = -172.1312, y = -84.13486, z = -12.4549, angle = 68.10965, collision = h0071B0
x = -174.5582, y = -84.13486, z = -13.53221, angle = 141.8869, collision = h0071B0
x = -175.4772, y = -84.13486, z = -12.48083, angle = 117.7074, collision = h0071B0
x = -176.7433, y = -84.13486, z = -12.39308, angle = 43.01794, collision = h0071B0
x = -177.538, y = -84.13486, z = -13.46731, angle = 25.15561, collision = h0071B0
x = -178.4857, y = -84.13486, z = -14.08925, angle = 84.43932, collision = h0071B0
x = -179.6654, y = -84.13486, z = -14.4247, angle = 25.87385, collision = h0071B0
x = -180.366, y = -84.13486, z = -15.66894, angle = 69.97238, collision = h0071B0
x = -181.3967, y = -84.13486, z = -15.58025, angle = -172.1524, collision = h0071B0
x = -181.1969, y = -84.13486, z = -14.17599, angle = 145.539, collision = h0071B0
x = -182.0797, y = -84.13486, z = -13.31261, angle = 86.69584, collision = h0071B0
x = -183.4978, y = -84.13486, z = -13.44906, angle = 13.18083, collision = h0071B0
x = -183.7912, y = -84.13486, z = -14.76744, angle = 56.47704, collision = h0071B0
x = -184.7501, y = -84.13486, z = -15.27392, angle = 74.34093, collision = h0071B0
x = -185.8997, y = -84.13486, z = -15.95761, angle = 90.97523, collision = h0071B0
x = -187.0037, y = -84.13486, z = -15.77278, angle = -157.9623, collision = h0071B0
x = -186.447, y = -84.13486, z = -14.4994, angle = -124.0402, collision = h0071B0
x = -185.3076, y = -84.13486, z = -13.63751, angle = 176.7892, collision = h0071B0
x = -185.3726, y = -84.13486, z = -12.40034, angle = 158.6656, collision = h0071B0
x = -186.4516, y = -84.13486, z = -12.47885, angle = 31.47298, collision = h0071B0
x = -187.2229, y = -84.13486, z = -13.6357, angle = 94.44251, collision = h0071B0
x = -188.3165, y = -84.13486, z = -13.31153, angle = 154.6708, collision = h0071B0
x = -189.0121, y = -84.13486, z = -12.4034, angle = 87.53919, collision = h0071B0
x = -190.358, y = -84.13486, z = -12.68405, angle = 62.26957, collision = h0071B0
x = -191.539, y = -84.13486, z = -13.46054, angle = -16.13113, collision = h0071B0
x = -191.3878, y = -84.13486, z = -14.59866, angle = -3.436268, collision = h0071B0
x = -191.8693, y = -84.13486, z = -15.68419, angle = 15.09934, collision = h0071B0
x = -181.3708, y = -84.13486, z = -12.56719, angle = -46.76113, collision = h0071B0
x = -180.578, y = -84.13486, z = -13.27818, angle = -50.21608, collision = h0071B0
x = -170.1805, y = -84.13486, z = -13.67217, angle = -86.85054, collision = h0071B0
x = -165.8929, y = -84.13486, z = -13.01095, angle = -72.93731, collision = h0071B0
x = -163.7785, y = -84.13486, z = -13.43053, angle = -81.54089, collision = h0071B0
x = -162.4122, y = -84.13486, z = -13.77645, angle = -48.19183, collision = h0071B0
x = -161.0796, y = -84.13486, z = -13.58367, angle = -161.9781, collision = h0071B0
x = -158.8789, y = -84.12841, z = -10.73157, angle = -123.7036, collision = h0071B0
x = -156.4614, y = -84.13043, z = -9.603976, angle = -110.0949, collision = h0071B0
x = -151.6529, y = -84.13451, z = -6.170956, angle = -137.0737, collision = h0071B0
x = -150.6836, y = -84.13342, z = -5.473065, angle = -47.83576, collision = h0036B0
x = -149.7033, y = -83.85861, z = -6.439292, angle = 1.76824, collision = h0036B0
x = -149.816, y = -83.85535, z = -7.847177, angle = 27.57183, collision = h0036B0
x = -150.1425, y = -83.86437, z = -9.172912, angle = -67.54652, collision = h0036B0
x = -148.9188, y = -83.85189, z = -9.390043, angle = -146.4283, collision = h0036B0
x = -148.2861, y = -83.85484, z = -8.141317, angle = 179.6927, collision = h0036B0
x = -148.1279, y = -83.85769, z = -6.912741, angle = -145.4979, collision = h0036B0
x = -147.0313, y = -83.85809, z = -6.732293, angle = -44.88072, collision = h0036B0
x = -145.9327, y = -83.85616, z = -7.610188, angle = -55.31985, collision = h0036B0
x = -145.3092, y = -83.85383, z = -8.670329, angle = 61.16545, collision = h0036B0
x = -146.749, y = -83.85422, z = -8.48574, angle = 125.9893, collision = h0036B0
x = -144.6606, y = -83.85184, z = -9.574659, angle = 1.272997, collision = h0036B0
x = -144.2975, y = -83.87701, z = -7.962666, angle = -131.07, collision = h0036B0
x = -143.079, y = -84.28224, z = -7.499442, angle = -67.14934, collision = h0036B0
x = -141.7944, y = -84.31171, z = -7.925979, angle = -77.93568, collision = h0036B0
x = -140.5945, y = -84.33546, z = -7.837238, angle = -93.33907, collision = h0036B0
x = -139.348, y = -84.33565, z = -7.647259, angle = -104.1252, collision = h0036B0
x = -138.3064, y = -84.33585, z = -7.383088, angle = -105.1193, collision = h0036B0
x = -137.1243, y = -84.33591, z = -7.474823, angle = -76.05156, collision = h0036B0
x = -135.7263, y = -84.33592, z = -7.507135, angle = -93.07381, collision = h0036B0
x = -134.2954, y = -84.33592, z = -7.431577, angle = -92.59835, collision = h0036B0
x = -133.0199, y = -84.33592, z = -7.37429, angle = -92.03142, collision = h0037B0
x = -131.5877, y = -84.33592, z = -7.328575, angle = -89.22643, collision = h0037B0
x = -130.5276, y = -84.33592, z = -7.342758, angle = -88.49816, collision = h0037B0
x = -129.398, y = -84.33592, z = -7.513646, angle = -83.96316, collision = h0037B0
x = -127.9916, y = -84.33592, z = -7.72996, angle = -80.91048, collision = h0037B0
x = -126.5767, y = -84.33592, z = -7.927293, angle = -97.51458, collision = h0037B0
x = -125.1537, y = -84.33592, z = -7.773785, angle = -98.48114, collision = h0037B0
x = -123.7371, y = -84.33592, z = -7.558078, angle = -92.39085, collision = h0037B0
x = -122.3077, y = -84.33592, z = -7.470295, angle = -92.89323, collision = h0037B0
x = -120.8766, y = -84.33592, z = -7.39764, angle = -93.47456, collision = h0037B0
x = -119.601, y = -84.33592, z = -7.375758, angle = -88.50829, collision = h0037B0
x = -118.3338, y = -84.33658, z = -7.409008, angle = -89.89775, collision = h0038B0
x = -117.0169, y = -84.33852, z = -7.443078, angle = -87.88779, collision = h0038B0
x = -116.1468, y = -84.33981, z = -7.942972, angle = -109.4125, collision = h0038B0
x = -114.6446, y = -84.34203, z = -7.798775, angle = -96.32949, collision = h0038B0
x = -113.3074, y = -84.34352, z = -7.638419, angle = -100.0189, collision = h0038B0
x = -111.8962, y = -84.34437, z = -7.390694, angle = -97.77763, collision = h0038B0
x = -110.4662, y = -84.34578, z = -7.366712, angle = -88.78527, collision = h0038B0
x = -109.4159, y = -84.34641, z = -7.407378, angle = -96.92402, collision = h0038B0
x = -108.7856, y = -84.34785, z = -8.324405, angle = -8.34772, collision = h0038B0
x = -108.9506, y = -84.14149, z = -9.380016, angle = 28.60905, collision = h0038B0
x = -139.9248, y = -84.32784, z = -8.768371, angle = -10.8747, collision = h0036B0
x = -139.7761, y = -84.30331, z = -9.861858, angle = -10.8747, collision = h0036B0
x = -139.9338, y = -84.27842, z = -10.9714, angle = 7.477541, collision = h0036B0
x = -140.0443, y = -84.24644, z = -12.36662, angle = 1.198766, collision = h0036B0
x = -140.0678, y = -84.21561, z = -13.4513, angle = 0.8445939, collision = h0036B0
x = -139.9988, y = -84.18244, z = -14.86297, angle = -4.174243, collision = h0036B0
x = -139.8954, y = -84.19946, z = -16.18155, angle = 5.902404, collision = h0036B0
x = -139.9858, y = -84.21844, z = -17.19359, angle = 2.56296, collision = h0039B0
x = -140.0111, y = -84.26218, z = -18.21765, angle = -6.035838, collision = h0039B0
x = -139.8865, y = -84.311, z = -19.35979, angle = -7.602137, collision = h0039B0
x = -139.961, y = -84.34792, z = -20.70395, angle = 6.655569, collision = h0039B0
x = -140.0613, y = -84.34792, z = -22.02644, angle = -1.308418, collision = h0039B0
x = -140.0283, y = -84.34792, z = -23.4988, angle = -2.461409, collision = h0039B0
x = -139.9683, y = -84.34792, z = -24.94436, angle = -6.089332, collision = h0039B0
x = -139.1279, y = -84.1345, z = -14.1801, angle = -67.59672, collision = h0041B0
x = -138.0626, y = -84.1345, z = -14.39966, angle = -92.37683, collision = h0041B0
x = -136.736, y = -84.1345, z = -14.29332, angle = -101.131, collision = h0041B0
x = -135.321, y = -84.1345, z = -14.1607, angle = -89.52553, collision = h0041B0
x = -134.0443, y = -84.1345, z = -14.17406, angle = -83.59499, collision = h0041B0
x = -132.618, y = -84.1345, z = -14.30352, angle = -84.13591, collision = h0041B0
x = -131.1929, y = -84.1345, z = -14.45339, angle = -89.08758, collision = h0041B0
x = -129.763, y = -84.1345, z = -14.51228, angle = -88.83541, collision = h0041B0
x = -128.3304, y = -84.1345, z = -14.54339, angle = -88.01155, collision = h0041B0
x = -126.8983, y = -84.1345, z = -14.59193, angle = -87.9268, collision = h0041B0
x = -125.6315, y = -84.1345, z = -14.6381, angle = -92.24368, collision = h0041B0
x = -124.1995, y = -84.12119, z = -14.60018, angle = -92.16261, collision = h0041B0
x = -122.7677, y = -84.02966, z = -14.54335, angle = -92.27116, collision = h0041B0
x = -121.336, y = -83.93813, z = -14.48597, angle = -92.488, collision = h0041B0
x = -120.2021, y = -83.86564, z = -14.43663, angle = -92.60789, collision = h0041B0
x = -118.9473, y = -83.78542, z = -14.39871, angle = -91.49926, collision = h0041B0
x = -117.9423, y = -83.72117, z = -14.40765, angle = -86.51306, collision = h0041B0
x = -116.6419, y = -83.63805, z = -14.489, angle = -85.82056, collision = h0041B0
x = -115.213, y = -83.54671, z = -14.59634, angle = -84.78434, collision = h0041B0
x = -113.7863, y = -83.45553, z = -14.72968, angle = -86.78933, collision = h0041B0
x = -112.357, y = -83.36416, z = -14.72968, angle = -96.13164, collision = h0041B0
x = -110.9349, y = -83.27324, z = -14.55946, angle = -87.57972, collision = h0041B0
x = -109.6682, y = -83.20138, z = -14.59845, angle = -88.00008, collision = h0038B0
x = -108.6609, y = -83.20309, z = -14.31649, angle = -175.5579, collision = h0038B0
x = -108.8922, y = -83.34727, z = -12.96871, angle = 130.4823, collision = h0038B0
x = -109.2502, y = -83.57713, z = -11.95494, angle = -171.8548, collision = h0038B0
x = -109.2179, y = -98.00939, z = -10.95282, angle = 26.48391, collision = h0025B0
x = -110.0984, y = -97.73918, z = -10.24774, angle = 161.718, collision = h0025B0
x = -110.5932, y = -97.73927, z = -8.912936, angle = 162.9772, collision = h0025B0
x = -110.495, y = -97.73914, z = -7.595949, angle = -106.2947, collision = h0025B0
x = -109.1313, y = -97.92294, z = -7.234746, angle = -77.34047, collision = h0025B0
x = -107.9138, y = -98.00916, z = -7.538187, angle = -109.9311, collision = h0025B0
x = -106.5867, y = -97.82908, z = -7.116286, angle = -112.215, collision = h0025B0
x = -105.2643, y = -97.73956, z = -6.565007, angle = -148.4429, collision = h0025B0
x = -106.5684, y = -97.7393, z = -6.062655, angle = 84.91115, collision = h0025B0
x = -107.9914, y = -97.73925, z = -6.071545, angle = 116.6914, collision = h0025B0
x = -109.3119, y = -97.73925, z = -6.070841, angle = 53.58335, collision = h0025B0
x = -109.6253, y = -97.91512, z = -8.32908, angle = -115.658, collision = h0025B0
x = -106.0099, y = -97.73979, z = -7.979115, angle = -35.83197, collision = h0025B0
x = -105.4973, y = -97.73944, z = -8.893569, angle = 111.0449, collision = h0025B0
x = -109.1221, y = -98.00909, z = -9.197808, angle = -69.57043, collision = h0025B0
x = -107.9566, y = -98.00929, z = -9.540405, angle = -99.76015, collision = h0025B0
x = -106.9616, y = -98.00932, z = -9.387958, angle = -99.76015, collision = h0025B0
x = -105.3948, y = -97.73937, z = -10.16462, angle = 24.21671, collision = h0025B0
x = -106.3217, y = -97.89038, z = -11.04272, angle = 120.086, collision = h0025B0
x = -110.3072, y = -97.73935, z = -11.36732, angle = -60.42442, collision = h0025B0
x = -109.0718, y = -98.00961, z = -12.0898, angle = -63.07314, collision = h0025B0
x = -107.7875, y = -98.00932, z = -12.72443, angle = -51.07935, collision = h0025B0
x = -106.7274, y = -98.009, z = -13.64751, angle = -36.37384, collision = h0025B0
x = -105.8992, y = -97.73907, z = -14.81549, angle = -25.0448, collision = h0025B0
x = -105.2998, y = -97.73933, z = -16.11437, angle = -14.49202, collision = h0025B0
x = -105.4932, y = -97.73918, z = -17.26781, angle = 67.74889, collision = h0025B0
x = -106.7993, y = -97.91071, z = -17.84315, angle = 98.13583, collision = h0025B0
x = -107.8051, y = -98.00914, z = -17.3009, angle = -145.043, collision = h0025B0
x = -107.0201, y = -98.00896, z = -16.12859, angle = -137.8211, collision = h0025B0
x = -107.6136, y = -98.00922, z = -14.21914, angle = 37.38071, collision = h0025B0
x = -108.4646, y = -98.00948, z = -15.36513, angle = 37.6519, collision = h0025B0
x = -109.4886, y = -98.0097, z = -16.13589, angle = 134.2748, collision = h0025B0
x = -110.4525, y = -98.0096, z = -15.54387, angle = 98.29651, collision = h0025B0
x = -111.5492, y = -98.00942, z = -15.46189, angle = 54.68599, collision = h0025B0
x = -112.6422, y = -98.01423, z = -16.25597, angle = 62.96705, collision = h0025B0
x = -113.9862, y = -98.01458, z = -16.61814, angle = 96.85036, collision = h0025B0
x = -115.2616, y = -98.00957, z = -16.43211, angle = 98.44131, collision = h0025B0
x = -115.0905, y = -98.00763, z = -15.39839, angle = -165.6839, collision = h0025B0
x = -116.3376, y = -98.00639, z = -14.89001, angle = 76.37474, collision = h0025B0
x = -117.6222, y = -98.00542, z = -15.30503, angle = 41.01447, collision = h0025B0
x = -118.5159, y = -97.94544, z = -15.98228, angle = 82.97145, collision = h0026B0
x = -119.885, y = -97.73779, z = -15.89341, angle = 108.8822, collision = h0026B0
x = -121.261, y = -97.74118, z = -15.69487, angle = 60.64458, collision = h0026B0
x = -122.2795, y = -98.00229, z = -15.71085, angle = 71.14802, collision = h0026B0
x = -123.5545, y = -98.00964, z = -15.59029, angle = 167.1702, collision = h0026B0
x = -123.6775, y = -97.73782, z = -14.32238, angle = -113.7042, collision = h0026B0
x = -122.4036, y = -97.7377, z = -14.17211, angle = -86.9676, collision = h0026B0
x = -120.9764, y = -97.7374, z = -14.27374, angle = -113.3729, collision = h0026B0
x = -124.7309, y = -97.73807, z = -14.61978, angle = -2.082415, collision = h0026B0
x = -124.6751, y = -97.73822, z = -15.76827, angle = -68.83479, collision = h0026B0
x = -123.2724, y = -98.00962, z = -16.59201, angle = -30.07444, collision = h0026B0
x = -122.6184, y = -98.00946, z = -17.66001, angle = -52.56443, collision = h0026B0
x = -121.4487, y = -97.82974, z = -17.86625, angle = -152.6221, collision = h0026B0
x = -121.1483, y = -97.73746, z = -16.69118, angle = 122.6661, collision = h0026B0
x = -124.9101, y = -97.73803, z = -16.99088, angle = -49.73039, collision = h0026B0
