x = 97.78597, y = -5.126096, z = 34.945, angle = -80.78, collision = h0000B0
x = 292.1905, y = -7.96098, z = -128.5761, angle = -67.40966, collision = h0045B0
x = 293.2354, y = -7.63637, z = -129.0113, angle = -84.87645, collision = h0045B0
x = 294.3732, y = -7.509609, z = -129.0849, angle = -97.41673, collision = h0045B0
x = 295.8361, y = -7.290673, z = -128.8429, angle = -137.0948, collision = h0045B0
x = 296.6949, y = -7.090892, z = -128.0472, angle = -163.0516, collision = h0045B0
x = 296.9182, y = -6.96471, z = -127.0139, angle = -178.8172, collision = h0045B0
x = 296.9958, y = -6.854681, z = -125.9718, angle = 148.6887, collision = h0045B0
x = 296.4139, y = -6.788051, z = -124.9417, angle = 146.4592, collision = h0045B0
x = 295.6494, y = -6.618205, z = -124.1316, angle = 118.9962, collision = h0045B0
x = 294.3661, y = -6.47204, z = -123.3802, angle = 120.8692, collision = h0045B0
x = 293.5224, y = -6.445181, z = -122.2941, angle = 125.5552, collision = h0045B0
x = 292.2865, y = -6.564513, z = -121.4716, angle = 109.8122, collision = h0045B0
x = 291.04, y = -6.740404, z = -121.0409, angle = 102.2612, collision = h0045B0
x = 289.5797, y = -6.866943, z = -120.7591, angle = 95.51032, collision = h0045B0
x = 288.2615, y = -6.912428, z = -120.6822, angle = 79.70325, collision = h0045B0
x = 286.8126, y = -6.874176, z = -120.9975, angle = 48.82614, collision = h0045B0
x = 285.7034, y = -6.8003, z = -120.9083, angle = 125.4415, collision = h0045B0
x = 294.9092, y = -7.554241, z = -129.9602, angle = 70.69203, collision = h0045B0
x = 293.5548, y = -7.791028, z = -130.5606, angle = 32.8666, collision = h0045B0
x = 292.8095, y = -8.013932, z = -131.6407, angle = 32.8753, collision = h0045B0
x = 291.7867, y = -8.539742, z = -132.6423, angle = 100.7957, collision = h0045B0
x = 290.5417, y = -8.556402, z = -132.3669, angle = 108.4544, collision = h0045B0
x = 289.1329, y = -8.654586, z = -131.9241, angle = 97.38384, collision = h0045B0
x = 287.8216, y = -8.853183, z = -131.7509, angle = 99.40761, collision = h0045B0
x = 286.3554, y = -9.064513, z = -131.4982, angle = 98.54635, collision = h0045B0
x = 285.045, y = -8.961437, z = -131.3232, angle = 91.55806, collision = h0045B0
x = 283.5915, y = -8.68385, z = -131.328, angle = 91.51418, collision = h0045B0
x = 282.2692, y = -8.5277, z = -131.2959, angle = 90.91142, collision = h0046B0
x = 280.7772, y = -8.231223, z = -131.2342, angle = 104.9756, collision = h0046B0
x = 279.5005, y = -7.928645, z = -130.8972, angle = 113.1907, collision = h0046B0
x = 278.5753, y = -7.621411, z = -130.5011, angle = 129.2054, collision = h0046B0
x = 277.5627, y = -7.342231, z = -129.6548, angle = 163.6018, collision = h0046B0
x = 277.6417, y = -7.170727, z = -128.5593, angle = -121.3378, collision = h0046B0
x = 278.6932, y = -7.180697, z = -128.1133, angle = -133.0861, collision = h0046B0
x = 279.3674, y = -7.225097, z = -127.234, angle = -151.588, collision = h0046B0
x = 279.9433, y = -7.259462, z = -126.1924, angle = -164.1433, collision = h0046B0
x = 281.038, y = -7.512138, z = -126.7617, angle = -43.40298, collision = h0046B0
x = 280.7992, y = -7.346219, z = -125.2957, angle = 167.3895, collision = h0046B0
x = 280.5095, y = -7.141798, z = -124.0052, angle = 162.4403, collision = h0046B0
x = 279.9402, y = -6.898695, z = -122.646, angle = 153.2188, collision = h0046B0
x = 279.3893, y = -6.781623, z = -121.4523, angle = 168.1887, collision = h0046B0
x = 278.3682, y = -6.730538, z = -121.9507, angle = 73.47523, collision = h0046B0
x = 278.2318, y = -6.784955, z = -123.0179, angle = -34.0476, collision = h0046B0
x = 277.6545, y = -6.821094, z = -123.9871, angle = 42.76952, collision = h0046B0
x = 276.9231, y = -6.944719, z = -124.6787, angle = 62.83117, collision = h0046B0
x = 275.8233, y = -7.037897, z = -124.7053, angle = 103.8824, collision = h0046B0
x = 274.7091, y = -7.103081, z = -124.4132, angle = 75.97028, collision = h0046B0
x = 273.2791, y = -7.161294, z = -124.8063, angle = 57.07104, collision = h0046B0
x = 272.1496, y = -7.098252, z = -125.5262, angle = 61.58503, collision = h0046B0
x = 271.2791, y = -7.065592, z = -126.0264, angle = 70.51077, collision = h0046B0
x = 270.0044, y = -7.108964, z = -126.4799, angle = 78.06153, collision = h0046B0
x = 268.5232, y = -7.235138, z = -126.7795, angle = 84.15515, collision = h0046B0
x = 267.2065, y = -7.264717, z = -126.9012, angle = 83.75209, collision = h0046B0
x = 265.7679, y = -6.996279, z = -127.0592, angle = 87.48392, collision = h0046B0
x = 264.8401, y = -7.000404, z = -127.4585, angle = 66.42482, collision = h0046B0
x = 263.9764, y = -7.002921, z = -128.0598, angle = 22.82256, collision = h0046B0
x = 263.4422, y = -7.062977, z = -129.0747, angle = 28.64105, collision = h0046B0
x = 262.926, y = -7.191762, z = -130.1258, angle = 22.57416, collision = h0046B0
x = 262.4622, y = -7.085337, z = -131.0406, angle = 26.41263, collision = h0046B0
x = 262.1605, y = -6.962377, z = -132.0454, angle = -2.217639, collision = h0046B0
x = 261.9346, y = -7.062158, z = -133.0429, angle = 38.69532, collision = h0046B0
x = 261.6022, y = -7.361154, z = -134.073, angle = -15.28678, collision = h0046B0
x = 261.937, y = -7.523012, z = -135.2879, angle = -30.84598, collision = h0046B0
x = 262.7224, y = -7.679262, z = -136.4986, angle = -74.15063, collision = h0046B0
x = 264.1003, y = -7.674961, z = -136.8143, angle = -135.6896, collision = h0046B0
x = 264.8856, y = -7.559468, z = -136.1933, angle = -128.8673, collision = h0046B0
x = 265.4236, y = -7.350904, z = -135.0759, angle = -142.2656, collision = h0046B0
x = 266.2253, y = -7.164308, z = -134.0747, angle = -104.9613, collision = h0046B0
x = 267.6463, y = -7.136454, z = -133.6537, angle = -89.94548, collision = h0046B0
x = 268.9655, y = -7.280428, z = -133.6483, angle = -75.46365, collision = h0046B0
x = 270.4214, y = -7.386364, z = -133.9374, angle = -77.02385, collision = h0046B0
x = 271.4333, y = -7.352687, z = -134.1557, angle = -96.76072, collision = h0046B0
x = 272.4588, y = -7.259631, z = -133.781, angle = -134.3876, collision = h0046B0
x = 273.5548, y = -7.210393, z = -132.8656, angle = -128.7476, collision = h0046B0
x = 274.6032, y = -7.282468, z = -132.0623, angle = -100.5391, collision = h0046B0
x = 276.0619, y = -7.473113, z = -131.8426, angle = -78.93469, collision = h0046B0
x = 277.3451, y = -7.69017, z = -132.1287, angle = -66.87348, collision = h0046B0
x = 278.7264, y = -8.037091, z = -132.6772, angle = -85.89337, collision = h0046B0
x = 280.0433, y = -8.332287, z = -132.7932, angle = -91.87672, collision = h0046B0
x = 281.0534, y = -8.521702, z = -132.7723, angle = -95.52145, collision = h0046B0
x = 282.3684, y = -8.74547, z = -132.6425, angle = -102.0397, collision = h0045B0
x = 283.8384, y = -8.970089, z = -132.4379, angle = -85.17719, collision = h0045B0
x = 285.3209, y = -9.281439, z = -132.56, angle = -83.50297, collision = h0045B0
x = 286.635, y = -9.236098, z = -132.7111, angle = -82.60258, collision = h0045B0
x = 288.1109, y = -9.011447, z = -132.8999, angle = -86.20379, collision = h0045B0
x = 289.4313, y = -8.683227, z = -132.9684, angle = -96.75127, collision = h0045B0
x = 293.6688, y = -7.989321, z = -132.2663, angle = -105.951, collision = h0045B0
x = 294.9297, y = -7.780519, z = -131.8795, angle = -113.5468, collision = h0045B0
x = 296.2885, y = -7.63766, z = -131.2733, angle = -119.5901, collision = h0045B0
x = 297.4503, y = -7.55163, z = -130.6419, angle = -118.7069, collision = h0045B0
x = 298.4838, y = -7.483487, z = -130.0549, angle = -115.0324, collision = h0045B0
x = 299.5556, y = -7.473405, z = -130.3033, angle = -86.55573, collision = h0045B0
x = 300.4067, y = -7.507811, z = -130.8582, angle = -45.92248, collision = h0045B0
x = 301.3454, y = -7.551, z = -131.5252, angle = -66.27917, collision = h0045B0
x = 302.3587, y = -7.539404, z = -132.0356, angle = -55.88114, collision = h0045B0
x = 303.5969, y = -7.492377, z = -132.8606, angle = -59.84401, collision = h0045B0
x = 304.7798, y = -7.580944, z = -133.4232, angle = -78.64938, collision = h0045B0
x = 306.1578, y = -7.396645, z = -133.9219, angle = -43.54002, collision = h0045B0
x = 307.0793, y = -7.2503, z = -134.8688, angle = -47.75286, collision = h0045B0
x = 308.1841, y = -7.08007, z = -135.8655, angle = -45.30473, collision = h0045B0
x = 309.1166, y = -7.048131, z = -136.8022, angle = -37.9585, collision = h0045B0
x = 310.0569, y = -7.446809, z = -137.9548, angle = -64.24047, collision = h0045B0
x = 310.8018, y = -7.732218, z = -138.7604, angle = -21.11318, collision = h0045B0
x = 311.1226, y = -7.961074, z = -140.0093, angle = -64.38344, collision = h0045B0
x = 312.398, y = -7.817574, z = -140.5867, angle = -55.5425, collision = h0045B0
x = 313.4392, y = -7.637432, z = -141.2866, angle = 1.009516, collision = h0045B0
x = 313.3739, y = -7.566058, z = -142.7026, angle = 19.62309, collision = h0045B0
x = 312.9685, y = -7.596171, z = -143.9603, angle = -10.87011, collision = h0045B0
x = 313.248, y = -8.111134, z = -145.4102, angle = -17.22374, collision = h0045B0
x = 313.6454, y = -8.361454, z = -146.6718, angle = -33.1807, collision = h0045B0
x = 314.5062, y = -8.524511, z = -147.866, angle = -49.18105, collision = h0045B0
x = 315.5024, y = -8.567141, z = -148.7359, angle = -37.87802, collision = h0045B0
x = 316.4389, y = -8.521921, z = -149.8912, angle = -39.1934, collision = h0045B0
x = 317.2766, y = -8.596593, z = -150.9147, angle = -30.51892, collision = h0045B0
x = 317.8139, y = -8.760957, z = -152.2525, angle = 17.91165, collision = h0045B0
x = 317.4794, y = -9.353739, z = -153.5403, angle = 20.66319, collision = h0045B0
x = 317.0815, y = -9.935317, z = -154.9666, angle = -4.714046, collision = h0045B0
x = 317.1606, y = -10.37784, z = -156.2854, angle = -5.240354, collision = h0045B0
x = 317.2981, y = -10.89229, z = -157.7671, angle = -5.810292, collision = h0045B0
x = 317.4333, y = -10.94025, z = -159.0829, angle = -6.679529, collision = h0045B0
x = 317.61, y = -11.1524, z = -160.5604, angle = -7.975817, collision = h0045B0
x = 317.7956, y = -11.19218, z = -161.87, angle = -9.361033, collision = h0045B0
x = 318.0053, y = -11.43844, z = -163.343, angle = -2.010903, collision = h0045B0
x = 318.0341, y = -11.59662, z = -164.6626, angle = 17.90294, collision = h0045B0
x = 317.5714, y = -11.95641, z = -166.0644, angle = 33.41621, collision = h0045B0
x = 316.8287, y = -12.23065, z = -167.1557, angle = 41.26578, collision = h0045B0
x = 316.0794, y = -12.29869, z = -168.2923, angle = 51.7688, collision = h0045B0
x = 315.095, y = -12.38416, z = -169.1731, angle = 61.35396, collision = h0045B0
x = 313.8274, y = -12.58151, z = -169.9486, angle = 23.09425, collision = h0045B0
x = 313.4254, y = -12.42163, z = -171.1087, angle = -35.07972, collision = h0045B0
x = 314.3233, y = -11.9348, z = -172.2592, angle = -52.95099, collision = h0045B0
x = 315.2817, y = -11.61537, z = -173.1557, angle = -20.93284, collision = h0045B0
x = 315.6522, y = -11.29703, z = -174.0978, angle = 4.866428, collision = h0045B0
x = 315.5874, y = -11.02982, z = -175.1328, angle = 4.182179, collision = h0045B0
x = 315.6761, y = -10.64504, z = -176.6013, angle = -33.66592, collision = h0045B0
x = 316.4375, y = -10.24586, z = -177.6553, angle = -59.99589, collision = h0045B0
x = 317.7043, y = -10.23663, z = -178.4339, angle = -31.67954, collision = h0045B0
x = 318.2986, y = -10.12873, z = -179.5541, angle = 20.1668, collision = h0045B0
x = 317.6835, y = -9.782332, z = -180.8702, angle = 7.333492, collision = h0048B0
x = 317.5972, y = -9.733783, z = -182.086, angle = -38.87145, collision = h0048B0
x = 318.4513, y = -9.86229, z = -183.1589, angle = -27.47668, collision = h0048B0
x = 318.7288, y = -10.08272, z = -184.4812, angle = 28.08671, collision = h0048B0
x = 318.1128, y = -10.17668, z = -185.6511, angle = 23.13026, collision = h0048B0
x = 317.7008, y = -10.52671, z = -187.0456, angle = -23.09639, collision = h0048B0
x = 318.2495, y = -10.81522, z = -188.2374, angle = -38.53194, collision = h0048B0
x = 319.1848, y = -10.95116, z = -189.3944, angle = -6.945456, collision = h0048B0
x = 319.3383, y = -10.95593, z = -190.6299, angle = 27.17529, collision = h0048B0
x = 318.6222, y = -11.02099, z = -191.9255, angle = 45.18314, collision = h0048B0
x = 317.6719, y = -11.10845, z = -192.8716, angle = 35.55526, collision = h0048B0
x = 316.8166, y = -11.26183, z = -194.0783, angle = 13.37693, collision = h0048B0
x = 316.6585, y = -11.37119, z = -195.3622, angle = -29.01117, collision = h0048B0
x = 317.4179, y = -11.36009, z = -196.6293, angle = -22.60938, collision = h0048B0
x = 317.9832, y = -11.31583, z = -197.8188, angle = -18.18472, collision = h0048B0
x = 318.3791, y = -11.2741, z = -199.2465, angle = 13.74338, collision = h0048B0
x = 318.1057, y = -11.34345, z = -200.5309, angle = 20.01646, collision = h0048B0
x = 317.8685, y = -11.42016, z = -201.9409, angle = -82.62588, collision = h0048B0
x = 318.7031, y = -11.31556, z = -201.3761, angle = -49.62563, collision = h0048B0
x = 319.8613, y = -11.23741, z = -202.092, angle = -35.63786, collision = h0048B0
x = 319.6628, y = -10.40746, z = -203.7629, angle = 49.20903, collision = h0048B0
x = 316.6827, y = -11.52603, z = -201.4501, angle = 33.67685, collision = h0048B0
x = 315.934, y = -11.66653, z = -202.6189, angle = 2.53023, collision = h0048B0
x = 315.8672, y = -11.72427, z = -203.6306, angle = 23.4797, collision = h0048B0
x = 315.3372, y = -11.84088, z = -204.8024, angle = 40.71457, collision = h0048B0
x = 314.8079, y = -11.96415, z = -206.1092, angle = -33.35131, collision = h0048B0
x = 315.5149, y = -11.95047, z = -207.2181, angle = -8.072669, collision = h0048B0
x = 316.4757, y = -11.90751, z = -207.8857, angle = -16.12125, collision = h0048B0
x = 316.5131, y = -12.05332, z = -209.3087, angle = 41.55928, collision = h0048B0
x = 315.5679, y = -12.16751, z = -210.2607, angle = 23.19717, collision = h0048B0
x = 315.1294, y = -12.07706, z = -211.4955, angle = -10.30641, collision = h0048B0
x = 315.2876, y = -12.00758, z = -212.5162, angle = -14.2618, collision = h0048B0
x = 315.6536, y = -12.07642, z = -213.8053, angle = 3.2733, collision = h0048B0
x = 315.62, y = -12.1566, z = -215.281, angle = 6.722737, collision = h0048B0
x = 315.4642, y = -12.25808, z = -216.5945, angle = 7.339694, collision = h0048B0
x = 315.2722, y = -12.22875, z = -218.0701, angle = 8.454886, collision = h0048B0
x = 315.0458, y = -12.08692, z = -219.3726, angle = 3.372242, collision = h0048B0
x = 314.902, y = -11.89917, z = -220.8524, angle = 9.292268, collision = h0048B0
x = 314.5117, y = -12.03475, z = -222.1227, angle = 97.90836, collision = h0048B0
x = 312.7793, y = -12.35735, z = -221.723, angle = 138.549, collision = h0048B0
x = 311.9292, y = -12.53668, z = -220.7027, angle = 157.11, collision = h0048B0
x = 311.5174, y = -12.63517, z = -219.762, angle = 148.5331, collision = h0048B0
x = 310.9899, y = -12.74431, z = -218.8931, angle = 148.8119, collision = h0048B0
x = 310.3062, y = -12.8479, z = -217.7608, angle = 152.5266, collision = h0048B0
x = 309.8413, y = -12.91869, z = -216.8652, angle = 163.462, collision = h0048B0
x = 309.3036, y = -13.00104, z = -215.6717, angle = 144.2195, collision = h0048B0
x = 308.4808, y = -13.11097, z = -214.4352, angle = 166.6881, collision = h0048B0
x = 308.1667, y = -13.12972, z = -213.1546, angle = 170.4103, collision = h0048B0
x = 307.9223, y = -13.1429, z = -211.6867, angle = 171.7039, collision = h0048B0
x = 307.7343, y = -13.01821, z = -210.3775, angle = 173.5409, collision = h0048B0
x = 307.5814, y = -12.87816, z = -208.8977, angle = -172.2376, collision = h0048B0
x = 307.789, y = -12.94616, z = -207.5988, angle = -160.0269, collision = h0048B0
x = 308.296, y = -12.97894, z = -206.1998, angle = -159.7877, collision = h0048B0
x = 308.7815, y = -12.98904, z = -204.9703, angle = -154.491, collision = h0048B0
x = 309.312, y = -12.98887, z = -203.5862, angle = -168.4676, collision = h0048B0
x = 309.5776, y = -12.98534, z = -202.2905, angle = -170.6345, collision = h0048B0
x = 309.8228, y = -12.93371, z = -200.8238, angle = -172.2637, collision = h0048B0
x = 310.0009, y = -12.88665, z = -199.5132, angle = -172.135, collision = h0048B0
x = 310.2389, y = -12.9237, z = -198.0454, angle = -160.3062, collision = h0048B0
x = 310.682, y = -12.85964, z = -196.7992, angle = -153.9301, collision = h0048B0
x = 311.3368, y = -12.61856, z = -195.4659, angle = -158.1226, collision = h0048B0
x = 311.8427, y = -12.40243, z = -194.251, angle = -166.6246, collision = h0048B0
x = 312.1516, y = -12.17923, z = -192.7971, angle = -177.2374, collision = h0048B0
x = 312.2262, y = -12.05995, z = -191.4771, angle = -178.9223, collision = h0048B0
x = 312.3229, y = -12.02265, z = -189.9941, angle = -171.8874, collision = h0048B0
x = 312.5983, y = -11.67817, z = -188.7063, angle = -147.2107, collision = h0048B0
x = 313.4289, y = -11.24349, z = -187.479, angle = -142.6705, collision = h0048B0
x = 314.2289, y = -10.86567, z = -186.4259, angle = -161.0673, collision = h0048B0
x = 314.6182, y = -10.39247, z = -185.026, angle = 168.2309, collision = h0048B0
x = 314.5879, y = -9.989288, z = -183.7991, angle = -173.6374, collision = h0048B0
x = 314.6933, y = -9.848662, z = -182.3196, angle = 175.9525, collision = h0048B0
x = 314.6049, y = -10.08126, z = -181.1795, angle = 149.8324, collision = h0045B0
x = 314.0168, y = -9.912221, z = -180.1667, angle = 132.765, collision = h0045B0
x = 313.2925, y = -10.13535, z = -179.4634, angle = 132.5062, collision = h0045B0
x = 312.3184, y = -10.5997, z = -178.5687, angle = 132.5867, collision = h0045B0
x = 311.2571, y = -10.92463, z = -177.5274, angle = 143.6659, collision = h0045B0
x = 310.5182, y = -11.32672, z = -176.4348, angle = 162.3749, collision = h0045B0
x = 310.1311, y = -11.78435, z = -175.0068, angle = 174.2263, collision = h0045B0
x = 309.998, y = -12.21387, z = -173.6908, angle = 174.2281, collision = h0045B0
x = 309.849, y = -12.71978, z = -172.2103, angle = 174.5114, collision = h0045B0
x = 309.7233, y = -12.86036, z = -170.8936, angle = 171.9155, collision = h0045B0
x = 309.521, y = -12.92618, z = -169.4195, angle = 172.1306, collision = h0045B0
x = 309.3485, y = -12.87016, z = -168.1081, angle = 177.9614, collision = h0045B0
x = 309.3683, y = -12.62769, z = -166.6274, angle = -160.7298, collision = h0045B0
x = 309.4472, y = -12.37667, z = -165.4376, angle = -169.0338, collision = h0045B0
x = 309.7532, y = -12.08269, z = -163.9825, angle = -169.9102, collision = h0045B0
x = 310.0084, y = -11.80376, z = -162.6849, angle = -164.9296, collision = h0045B0
x = 310.3909, y = -11.52658, z = -161.2469, angle = -165.1285, collision = h0045B0
x = 310.7266, y = -11.36849, z = -159.9675, angle = -165.6536, collision = h0045B0
x = 311.0858, y = -11.19151, z = -158.5237, angle = -177.5771, collision = h0045B0
x = 311.1147, y = -11.0113, z = -157.207, angle = 163.1082, collision = h0045B0
x = 310.6739, y = -10.8322, z = -155.7903, angle = 156.5641, collision = h0045B0
x = 310.1508, y = -10.73782, z = -154.5755, angle = 165.0987, collision = h0045B0
x = 309.6947, y = -10.24661, z = -153.1737, angle = 152.0761, collision = h0045B0
x = 309.049, y = -9.775275, z = -152.0266, angle = 134.9763, collision = h0045B0
x = 308.0196, y = -9.724936, z = -150.954, angle = 146.8194, collision = h0045B0
x = 307.3102, y = -9.541183, z = -149.8509, angle = 158.5057, collision = h0045B0
x = 306.8052, y = -9.286744, z = -148.4527, angle = -178.35, collision = h0045B0
x = 306.8475, y = -9.061953, z = -147.1389, angle = -148.0842, collision = h0045B0
x = 307.8172, y = -8.794456, z = -146.2708, angle = -71.40097, collision = h0045B0
x = 309.0847, y = -8.797037, z = -146.6425, angle = -126.7093, collision = h0045B0
x = 309.9706, y = -8.492839, z = -145.7244, angle = 157.1329, collision = h0045B0
x = 309.4213, y = -8.363402, z = -144.584, angle = 127.3331, collision = h0045B0
x = 308.1986, y = -8.376488, z = -143.7489, angle = 110.5526, collision = h0045B0
x = 306.9574, y = -8.496407, z = -143.3093, angle = 100.3841, collision = h0045B0
x = 305.4941, y = -8.716141, z = -143.0394, angle = 101.7819, collision = h0045B0
x = 304.1996, y = -9.028248, z = -142.768, angle = 99.32901, collision = h0045B0
x = 302.7254, y = -8.999919, z = -142.614, angle = 97.63969, collision = h0045B0
x = 301.4265, y = -8.897424, z = -142.4043, angle = 129.6406, collision = h0045B0
x = 300.3476, y = -8.88864, z = -141.4264, angle = 145.2364, collision = h0045B0
x = 299.7594, y = -8.809081, z = -140.3407, angle = 144.1707, collision = h0045B0
x = 299.0709, y = -8.583414, z = -139.1725, angle = 101.1134, collision = h0045B0
x = 297.8098, y = -8.532907, z = -138.9242, angle = 65.62632, collision = h0045B0
x = 296.5132, y = -8.661519, z = -139.6101, angle = 31.51606, collision = h0045B0
x = 295.8719, y = -8.840052, z = -140.7487, angle = 3.521987, collision = h0045B0
x = 295.7937, y = -8.945792, z = -142.2292, angle = 1.677576, collision = h0045B0
x = 295.7044, y = -8.98633, z = -143.5477, angle = 6.670978, collision = h0045B0
x = 295.5315, y = -9.024558, z = -145.0257, angle = 6.235047, collision = h0045B0
x = 295.3828, y = -9.302038, z = -146.34, angle = 6.178398, collision = h0045B0
x = 295.2204, y = -9.544792, z = -147.8191, angle = -1.581093, collision = h0045B0
x = 295.2385, y = -9.686543, z = -149.138, angle = -2.379351, collision = h0045B0
x = 295.2453, y = -10.00028, z = -150.6246, angle = 10.37431, collision = h0045B0
x = 295.0093, y = -10.34277, z = -151.9251, angle = 15.65001, collision = h0045B0
x = 294.5693, y = -10.77305, z = -153.3438, angle = 19.75337, collision = h0045B0
x = 294.129, y = -11.15299, z = -154.5903, angle = 6.762201, collision = h0045B0
x = 293.9468, y = -11.58041, z = -156.065, angle = 1.52749, collision = h0045B0
x = 293.9388, y = -11.76794, z = -157.3862, angle = -14.28527, collision = h0045B0
x = 294.3716, y = -11.91837, z = -158.8007, angle = -29.29396, collision = h0045B0
x = 295.0257, y = -12.08397, z = -159.9502, angle = -40.02823, collision = h0045B0
x = 295.9398, y = -12.28198, z = -161.1219, angle = -16.45203, collision = h0045B0
x = 296.2904, y = -11.92644, z = -162.3904, angle = -4.992062, collision = h0045B0
x = 296.3784, y = -11.54707, z = -163.7064, angle = -4.217218, collision = h0086B0
x = 295.487, y = -11.61961, z = -164.8976, angle = 3.465624, collision = h0045B0
x = 295.54, y = -11.63747, z = -166.3526, angle = -24.53545, collision = h0045B0
x = 296.0755, y = -11.68636, z = -167.5619, angle = -23.90893, collision = h0045B0
x = 296.4216, y = -11.79374, z = -168.9754, angle = 10.10768, collision = h0045B0
x = 296.1927, y = -12.03918, z = -170.2782, angle = 10.79528, collision = h0045B0
x = 295.8895, y = -12.31591, z = -171.7346, angle = 12.64797, collision = h0045B0
x = 295.5988, y = -12.24255, z = -173.0248, angle = 11.93738, collision = h0045B0
x = 295.287, y = -12.1338, z = -174.4798, angle = 11.17859, collision = h0045B0
x = 295.027, y = -11.98698, z = -175.7766, angle = 7.926681, collision = h0045B0
x = 294.843, y = -11.83002, z = -177.2514, angle = -7.069205, collision = h0045B0
x = 294.9817, y = -11.72923, z = -178.5659, angle = -8.063025, collision = h0045B0
x = 295.195, y = -11.62837, z = -180.0385, angle = -9.809121, collision = h0045B0
x = 295.3937, y = -11.20791, z = -181.4491, angle = -27.67791, collision = h0048B0
x = 295.7749, y = -11.31075, z = -182.5324, angle = -31.98079, collision = h0048B0
x = 296.3195, y = -11.18728, z = -183.455, angle = -31.70769, collision = h0048B0
x = 297.0199, y = -10.99133, z = -184.5771, angle = -30.22576, collision = h0048B0
x = 297.6377, y = -10.98138, z = -185.9179, angle = -8.253122, collision = h0048B0
x = 297.7995, y = -11.13107, z = -187.3932, angle = 10.2361, collision = h0048B0
x = 297.569, y = -11.27276, z = -188.6926, angle = 3.604496, collision = h0048B0
x = 297.5577, y = -11.42038, z = -190.0059, angle = -15.65128, collision = h0048B0
x = 297.9489, y = -11.69961, z = -191.4398, angle = -18.2399, collision = h0048B0
x = 298.3711, y = -12.01283, z = -192.6932, angle = -17.27089, collision = h0048B0
x = 298.7262, y = -12.24033, z = -194.1327, angle = 4.530055, collision = h0048B0
x = 298.6198, y = -12.38821, z = -195.456, angle = 11.47065, collision = h0048B0
x = 298.2902, y = -12.53248, z = -196.9433, angle = 20.32667, collision = h0048B0
x = 297.89, y = -12.58653, z = -198.1263, angle = 14.13005, collision = h0048B0
x = 297.6244, y = -12.61026, z = -199.1766, angle = 6.939117, collision = h0048B0
x = 297.4936, y = -12.65468, z = -200.5646, angle = -1.2227, collision = h0048B0
x = 297.5252, y = -12.70973, z = -201.9788, angle = -2.970299, collision = h0048B0
x = 297.5948, y = -12.76612, z = -203.3732, angle = -2.241327, collision = h0048B0
x = 297.6472, y = -12.83746, z = -204.7316, angle = -1.193357, collision = h0048B0
x = 297.6759, y = -12.8929, z = -206.1274, angle = -0.4233488, collision = h0048B0
x = 297.6829, y = -12.88072, z = -207.1378, angle = 1.636705, collision = h0048B0
x = 297.6271, y = -12.70918, z = -208.5324, angle = 8.617322, collision = h0048B0
x = 297.4073, y = -12.52416, z = -209.9102, angle = 15.62094, collision = h0048B0
x = 297.0082, y = -12.55228, z = -211.2464, angle = 27.5095, collision = h0048B0
x = 296.3674, y = -12.57307, z = -212.4208, angle = 52.84402, collision = h0048B0
x = 295.2179, y = -12.49673, z = -213.2689, angle = 76.84597, collision = h0048B0
x = 294.2189, y = -12.47101, z = -213.5118, angle = 81.74668, collision = h0048B0
x = 292.9235, y = -12.45187, z = -213.7092, angle = 74.07349, collision = h0048B0
x = 291.4876, y = -12.5749, z = -214.096, angle = 93.50397, collision = h0048B0
x = 290.1902, y = -12.58519, z = -213.9055, angle = 138.9607, collision = h0048B0
x = 289.3547, y = -12.52403, z = -212.731, angle = -164.219, collision = h0048B0
x = 289.7253, y = -12.45005, z = -211.4896, angle = -138.8365, collision = h0048B0
x = 290.6595, y = -12.42143, z = -210.3337, angle = -157.0883, collision = h0048B0
x = 291.1961, y = -12.4688, z = -209.1263, angle = -162.1805, collision = h0048B0
x = 291.646, y = -12.5331, z = -207.7085, angle = -163.6457, collision = h0048B0
x = 292.015, y = -12.55017, z = -206.4383, angle = -163.911, collision = h0048B0
x = 292.4148, y = -12.52298, z = -205.0526, angle = -163.8679, collision = h0048B0
x = 292.4598, y = -12.48519, z = -203.6472, angle = -169.351, collision = h0048B0
x = 292.598, y = -12.45336, z = -202.3357, angle = -175.3155, collision = h0048B0
x = 292.7611, y = -12.41778, z = -200.8587, angle = -161.8865, collision = h0048B0
x = 293.1646, y = -12.39688, z = -199.5995, angle = -153.9319, collision = h0048B0
x = 293.7498, y = -12.37794, z = -198.1783, angle = -168.6438, collision = h0048B0
x = 294.0594, y = -12.34379, z = -196.5655, angle = -172.7394, collision = h0048B0
x = 294.2484, y = -12.08218, z = -195.1371, angle = -170.8133, collision = h0048B0
x = 294.454, y = -11.84832, z = -193.8721, angle = -171.7346, collision = h0048B0
x = 294.6308, y = -11.54923, z = -192.677, angle = -132.5736, collision = h0048B0
x = 295.4092, y = -11.44115, z = -191.696, angle = -132.0356, collision = h0048B0
x = 296.3979, y = -11.40171, z = -190.7415, angle = -157.3808, collision = h0048B0
x = 298.9086, y = -11.15015, z = -186.573, angle = -142.4212, collision = h0048B0
x = 299.7487, y = -11.0775, z = -185.411, angle = -162.2571, collision = h0048B0
x = 300.1616, y = -11.10663, z = -184.1937, angle = -177.0254, collision = h0048B0
x = 300.2739, y = -11.40734, z = -182.9796, angle = 169.4463, collision = h0048B0
