x = 119.2139, y = -79.12976, z = 123.823, angle = -107.4421, collision = h0001B0
x = 432.3448, y = -118.3081, z = 161.3858, angle = -154.8593, collision = h0005B0
x = 432.972, y = -118.3082, z = 162.6102, angle = 178.6113, collision = h0005B0
x = 433.0798, y = -118.3082, z = 163.8436, angle = 178.9498, collision = h0005B0
x = 433.0495, y = -118.3082, z = 165.0189, angle = -179.0332, collision = h0005B0
x = 433.0333, y = -118.3082, z = 166.2304, angle = 159.0842, collision = h0005B0
x = 432.6836, y = -118.3082, z = 167.2709, angle = 159.0842, collision = h0005B0
x = 433.9781, y = -118.3082, z = 167.175, angle = -44.16239, collision = h0005B0
x = 435.0326, y = -118.3082, z = 166.5186, angle = -161.5862, collision = h0005B0
x = 435.4821, y = -118.3082, z = 167.8121, angle = -175.889, collision = h0005B0
x = 435.5152, y = -118.3067, z = 169.1225, angle = 119.7154, collision = h0005B0
x = 434.4063, y = -118.2847, z = 170.0615, angle = -161.8133, collision = h0005B0
x = 434.8315, y = -117.7445, z = 171.2289, angle = -57.14019, collision = h0005B0
x = 435.7859, y = -118.3039, z = 170.4246, angle = 11.28245, collision = h0005B0
x = 436.7552, y = -118.3051, z = 169.3555, angle = -172.8413, collision = h0005B0
x = 436.9311, y = -118.3026, z = 170.6021, angle = -175.9973, collision = h0005B0
x = 437.7969, y = -118.3011, z = 171.6906, angle = -145.0421, collision = h0005B0
x = 438.6504, y = -118.2118, z = 172.9095, angle = -147.3569, collision = h0005B0
x = 433.6631, y = -118.2884, z = 169.1011, angle = -28.35393, collision = h0005B0
x = 430.6087, y = -118.3081, z = 161.7109, angle = -179.6535, collision = h0005B0
x = 430.4768, y = -118.3082, z = 163.146, angle = 125.6731, collision = h0005B0
x = 429.4919, y = -118.3082, z = 163.9682, angle = 44.23789, collision = h0005B0
x = 428.4747, y = -118.2461, z = 163.2571, angle = 40.41629, collision = h0005B0
x = 427.3948, y = -118.0924, z = 162.4373, angle = -158.8935, collision = h0005B0
x = 427.4985, y = -117.9048, z = 163.5443, angle = -136.0739, collision = h0005B0
x = 428.3232, y = -117.9445, z = 164.5657, angle = 122.3113, collision = h0005B0
x = 427.4022, y = -117.5017, z = 165.4506, angle = 59.12533, collision = h0005B0
x = 426.2109, y = -117.2465, z = 164.9819, angle = 66.18777, collision = h0005B0
x = 425.1482, y = -117.0427, z = 164.4421, angle = 174.4977, collision = h0005B0
x = 424.8467, y = -116.7172, z = 165.6497, angle = -150.0179, collision = h0005B0
x = 425.5424, y = -116.6319, z = 167.1147, angle = 125.7529, collision = h0005B0
x = 424.6667, y = -116.2043, z = 167.9903, angle = 67.47095, collision = h0005B0
x = 423.4893, y = -115.919, z = 167.6948, angle = 63.45307, collision = h0005B0
x = 422.7962, y = -115.8807, z = 166.862, angle = 93.46133, collision = h0005B0
x = 421.6508, y = -115.7394, z = 166.8494, angle = -149.3335, collision = h0005B0
x = 422.4042, y = -115.7394, z = 168.1493, angle = -83.76246, collision = h0005B0
x = 428.0049, y = -118.3082, z = 161.6, angle = -55.90583, collision = h0005B0
x = 428.8059, y = -118.3083, z = 160.9621, angle = -35.93644, collision = h0005B0
x = 429.5158, y = -118.3088, z = 160.1567, angle = 25.0713, collision = h0005B0
x = 428.1832, y = -118.3131, z = 158.3689, angle = 61.01472, collision = h0005B0
