x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 421.2039, y = -304.284, z = 40.68382, angle = -177.6951, collision = h1008B1
x = 421.2716, y = -304.284, z = 41.96324, angle = 162.6807, collision = h1008B1
x = 421.0301, y = -304.284, z = 43.02956, angle = 162.1704, collision = h1008B1
x = 420.6227, y = -304.284, z = 44.29681, angle = 163.2547, collision = h1008B1
x = 420.2419, y = -304.284, z = 45.50029, angle = 165.8051, collision = h1008B1
x = 419.9013, y = -304.1565, z = 46.80875, angle = 172.267, collision = h1008B1
x = 419.6867, y = -304.1565, z = 48.03531, angle = -170.062, collision = h1008B1
x = 419.7984, y = -304.1565, z = 49.3888, angle = -155.7182, collision = h1008B1
x = 420.369, y = -304.1565, z = 50.68022, angle = -149.0279, collision = h1008B1
x = 421.0014, y = -304.1564, z = 51.76235, angle = -147.9973, collision = h1008B1
x = 421.6924, y = -304.1565, z = 52.87513, angle = -146.2492, collision = h1008B1
x = 422.3785, y = -304.1567, z = 53.91283, angle = -144.6149, collision = h1008B1
x = 424.3623, y = -304.1569, z = 56.49247, angle = -136.9975, collision = h1008B1
x = 425.668, y = -304.1567, z = 57.86159, angle = -122.5177, collision = h1008B1
x = 426.7818, y = -304.1566, z = 58.66583, angle = -115.2025, collision = h1008B1
x = 427.9016, y = -304.1564, z = 59.21113, angle = -110.3831, collision = h1008B1
x = 429.2033, y = -304.1563, z = 59.70353, angle = -122.1875, collision = h1008B1
x = 430.2263, y = -304.1926, z = 60.33022, angle = -150.0624, collision = h1008B1
x = 430.9091, y = -304.284, z = 61.51847, angle = -174.3896, collision = h1008B1
x = 431.0566, y = -304.284, z = 62.73566, angle = 155.0481, collision = h1008B1
x = 430.5016, y = -304.284, z = 63.97576, angle = 111.2104, collision = h1008B1
x = 429.4127, y = -304.284, z = 64.50606, angle = 78.54231, collision = h1008B1
x = 428.1248, y = -304.284, z = 64.38935, angle = 122.555, collision = h1008B1
x = 426.7968, y = -304.284, z = 64.47452, angle = 148.6996, collision = h1008B1
x = 425.8522, y = -304.284, z = 65.25912, angle = 162.199, collision = h1008B1
x = 425.271, y = -304.284, z = 66.51314, angle = 153.6592, collision = h1008B1
x = 424.8027, y = -304.284, z = 67.78278, angle = 133.3577, collision = h1008B1
x = 424.3152, y = -304.284, z = 68.7095, angle = 116.4461, collision = h1008B1
x = 423.3802, y = -304.284, z = 69.58829, angle = 84.96647, collision = h1008B1
x = 422.0465, y = -304.284, z = 69.87179, angle = 70.79327, collision = h1008B1
x = 420.8485, y = -304.284, z = 69.6539, angle = 71.28773, collision = h1008B1
x = 419.1763, y = -304.284, z = 69.07956, angle = 76.56827, collision = h1008B1
x = 418.0786, y = -304.284, z = 68.75148, angle = 77.623, collision = h1008B1
x = 416.8077, y = -304.284, z = 68.46211, angle = 92.01659, collision = h1008B1
x = 415.6358, y = -304.284, z = 68.30821, angle = 103.4, collision = h1008B1
x = 414.3641, y = -304.284, z = 68.44584, angle = 129.068, collision = h1008B1
x = 413.167, y = -304.284, z = 68.88203, angle = 176.379, collision = h1008B1
x = 412.4989, y = -304.284, z = 69.87141, angle = -172.4309, collision = h1008B1
x = 412.5751, y = -304.284, z = 71.29818, angle = -153.4342, collision = h1008B1
x = 413.0302, y = -304.284, z = 72.41628, angle = -164.5626, collision = h1008B1
x = 413.4471, y = -304.284, z = 73.69136, angle = -178.6506, collision = h1008B1
x = 413.4843, y = -304.284, z = 74.88541, angle = 176.8981, collision = h1008B1
x = 413.4279, y = -304.2464, z = 76.22591, angle = 176.0627, collision = h1008B1
x = 413.3427, y = -304.1562, z = 77.43147, angle = 168.9328, collision = h1008B1
x = 413.1415, y = -304.1563, z = 78.70546, angle = 156.8031, collision = h1008B1
x = 409.0779, y = -304.1564, z = 86.88799, angle = 127.3681, collision = h1008B1
x = 408.1027, y = -304.2198, z = 87.66313, angle = 123.5752, collision = h1008B1
x = 406.9495, y = -304.284, z = 88.4888, angle = 137.4586, collision = h1008B1
x = 406.1858, y = -304.284, z = 89.4058, angle = 159.0462, collision = h1008B1
x = 405.7546, y = -304.284, z = 90.67539, angle = -177.088, collision = h1008B1
x = 405.7476, y = -304.284, z = 91.89999, angle = -162.1097, collision = h1008B1
x = 406.0499, y = -304.2482, z = 92.93276, angle = -156.6396, collision = h1008B1
x = 406.5037, y = -304.1558, z = 94.05549, angle = -149.4747, collision = h1008B1
x = 406.6713, y = -304.1554, z = 99.10081, angle = 142.0665, collision = h1008B1
x = 406.0284, y = -304.1553, z = 100.0032, angle = 144.3329, collision = h1008B1
x = 405.2998, y = -304.1552, z = 100.9105, angle = 159.8343, collision = h1008B1
x = 404.7011, y = -304.1554, z = 102.4072, angle = 135.0327, collision = h1008B1
x = 403.9906, y = -304.2075, z = 103.5744, angle = 134.9988, collision = h1008B1
x = 403.1106, y = -304.284, z = 104.4435, angle = 126.577, collision = h1008B1
x = 401.6798, y = -304.284, z = 105.5663, angle = 109.0547, collision = h1008B1
x = 400.7003, y = -304.284, z = 106.0489, angle = 109.4049, collision = h1008B1
x = 399.6396, y = -304.284, z = 106.4193, angle = 109.7929, collision = h1008B1
x = 398.1818, y = -304.284, z = 106.9376, angle = 110.5779, collision = h1008B1
x = 397.0608, y = -304.284, z = 107.3491, angle = 111.2602, collision = h1008B1
x = 395.89, y = -304.284, z = 107.7936, angle = 111.9638, collision = h1008B1
x = 394.8214, y = -304.284, z = 108.2147, angle = 112.6975, collision = h1008B1
x = 393.6227, y = -304.284, z = 108.7042, angle = 109.3476, collision = h1008B1
x = 392.5432, y = -304.284, z = 109.1614, angle = 108.6904, collision = h1008B1
x = 391.3177, y = -304.284, z = 109.5079, angle = 110.505, collision = h1008B1
x = 390.1633, y = -304.284, z = 109.9177, angle = 96.5906, collision = h1008B1
x = 388.5062, y = -304.284, z = 110.313, angle = 97.99044, collision = h1008B1
x = 386.929, y = -304.1581, z = 110.5164, angle = 92.24603, collision = h1008B1
x = 385.5133, y = -304.1719, z = 110.7141, angle = 88.15512, collision = h1008B1
x = 384.3195, y = -304.179, z = 110.7245, angle = 88.6383, collision = h1008B1
x = 383.0391, y = -304.1858, z = 110.6876, angle = 88.83212, collision = h1008B1
x = 381.7964, y = -304.1926, z = 110.6567, angle = 88.81757, collision = h1008B1
x = 370.9431, y = -304.1587, z = 108.5617, angle = 62.62423, collision = h1008B1
x = 369.9977, y = -304.1977, z = 108.0721, angle = 62.55847, collision = h1008B1
x = 367.0121, y = -304.1567, z = 106.517, angle = 79.01196, collision = h1008B1
x = 357.4557, y = -304.1569, z = 105.2826, angle = 90.38921, collision = h1008B1
x = 356.1736, y = -304.1572, z = 105.2754, angle = 92.26514, collision = h1008B1
x = 354.762, y = -304.1959, z = 105.3133, angle = 89.33107, collision = h1008B1
x = 353.4865, y = -304.2676, z = 105.3538, angle = 79.8636, collision = h1008B1
x = 352.0774, y = -304.284, z = 105.1131, angle = 80.35307, collision = h1008B1
x = 350.8273, y = -304.284, z = 104.8975, angle = 80.44016, collision = h1008B1
x = 349.8073, y = -304.2292, z = 104.7255, angle = 80.35176, collision = h1008B1
x = 348.5297, y = -304.1564, z = 104.5095, angle = 80.13218, collision = h1008B1
x = 347.207, y = -304.284, z = 104.2814, angle = 79.82543, collision = h1008B1
x = 345.886, y = -304.284, z = 104.0473, angle = 79.48564, collision = h1008B1
x = 344.1708, y = -304.284, z = 103.7314, angle = 79.01768, collision = h1008B1
x = 337.2079, y = -304.284, z = 102.7573, angle = 85.02473, collision = h1008B1
x = 336.1204, y = -304.284, z = 102.6585, angle = 85.38731, collision = h1008B1
x = 334.5955, y = -304.284, z = 102.5303, angle = 85.88134, collision = h1008B1
x = 332.2436, y = -304.284, z = 102.3586, angle = 86.67405, collision = h1008B1
x = 331.0082, y = -304.284, z = 102.2808, angle = 86.17134, collision = h1008B1
x = 329.3951, y = -304.284, z = 102.1868, angle = 83.3702, collision = h1008B1
x = 327.0426, y = -304.284, z = 101.9114, angle = 83.42041, collision = h1008B1
x = 325.9465, y = -304.284, z = 101.7852, angle = 83.36217, collision = h1008B1
x = 323.172, y = -304.284, z = 101.4621, angle = 82.26881, collision = h1008B1
x = 322.0402, y = -304.2754, z = 101.3272, angle = 78.96176, collision = h1008B1
x = 320.823, y = -304.1567, z = 101.1386, angle = 78.39056, collision = h1008B1
x = 319.3635, y = -304.1619, z = 100.8424, angle = 78.43423, collision = h1008B1
x = 318.1452, y = -304.1681, z = 100.5925, angle = 78.46855, collision = h1008B1
x = 307.7168, y = -304.177, z = 98.16681, angle = 60.9081, collision = h1008B1
x = 302.852, y = -304.1564, z = 96.52611, angle = 70.25759, collision = h1008B1
x = 301.5179, y = -304.1564, z = 96.10823, angle = 58.10369, collision = h1008B1
x = 300.4207, y = -304.1564, z = 95.45311, angle = 53.91346, collision = h1008B1
x = 299.196, y = -304.1564, z = 94.58372, angle = 50.68979, collision = h1008B1
x = 298.2467, y = -304.1573, z = 93.81361, angle = 47.49129, collision = h1008B1
x = 297.2338, y = -304.1584, z = 92.89323, angle = 43.83818, collision = h1008B1
x = 296.3936, y = -304.1565, z = 92.02647, angle = 39.69527, collision = h1008B1
x = 295.5266, y = -304.1551, z = 90.99152, angle = 40.66595, collision = h1008B1
x = 294.6787, y = -304.1561, z = 89.9656, angle = 43.31966, collision = h1008B1
x = 293.9799, y = -304.1519, z = 89.22449, angle = 157.9876, collision = h0900B1
x = 278.1388, y = -306.3777, z = 84.05853, angle = 147.6043, collision = h0900B1
x = 277.6819, y = -306.4029, z = 84.9652, angle = 59.21307, collision = h0900B1
x = 276.5945, y = -306.3794, z = 84.13275, angle = -40.89581, collision = h0900B1
x = 277.0937, y = -306.3558, z = 83.10918, angle = -91.78529, collision = h0900B1
x = 278.0921, y = -306.354, z = 83.03053, angle = -79.83316, collision = h0900B1
x = 279.3206, y = -306.3509, z = 82.89281, angle = 98.24728, collision = h0900B1
x = 275.4185, y = -306.3805, z = 84.24782, angle = 49.12191, collision = h0900B1
x = 274.3294, y = -306.3846, z = 83.56932, angle = 29.50905, collision = h0900B1
x = 273.4907, y = -306.3341, z = 82.80032, angle = 118.1761, collision = h0900B1
x = 272.2304, y = -306.3503, z = 83.33919, angle = 150.1906, collision = h0900B1
x = 271.3365, y = -306.3805, z = 84.49167, angle = 53.06851, collision = h0900B1
x = 270.1118, y = -306.3726, z = 83.84016, angle = 57.67066, collision = h0900B1
x = 268.9914, y = -306.3536, z = 83.01104, angle = 123.0946, collision = h0900B1
x = 267.963, y = -306.3615, z = 83.35667, angle = 154.2393, collision = h0900B1
x = 267.2326, y = -306.3805, z = 84.61464, angle = 124.2765, collision = h0900B1
x = 266.0477, y = -306.3734, z = 85.38166, angle = 76.8997, collision = h0900B1
x = 264.6507, y = -306.3433, z = 85.13125, angle = 55.06736, collision = h0900B1
x = 263.662, y = -306.3437, z = 84.60696, angle = 55.06736, collision = h0900B1
x = 262.2866, y = -306.3546, z = 84.75637, angle = 80.18826, collision = h0900B1
x = 260.9603, y = -306.4622, z = 84.48821, angle = 70.64497, collision = h0900B1
x = 259.7059, y = -306.7575, z = 83.74625, angle = 51.69135, collision = h0900B1
x = 258.5783, y = -307.2605, z = 82.90879, angle = 52.73621, collision = h0900B1
x = 257.4589, y = -307.7725, z = 82.0591, angle = 53.31861, collision = h0900B1
x = 256.3929, y = -308.2782, z = 81.42474, angle = 62.57631, collision = h0010B1
x = 255.4587, y = -308.8543, z = 80.99768, angle = 47.70787, collision = h0010B1
x = 254.3797, y = -309.2979, z = 80.00078, angle = 41.85, collision = h0010B1
x = 253.4233, y = -309.6731, z = 78.93413, angle = 48.74284, collision = h0010B1
x = 252.4489, y = -310.0409, z = 78.0269, angle = 36.1586, collision = h0010B1
x = 251.5644, y = -310.4592, z = 76.87724, angle = 31.37346, collision = h0010B1
x = 250.8334, y = -310.8363, z = 75.65957, angle = 26.73977, collision = h0010B1
x = 250.1939, y = -311.1945, z = 74.40136, angle = 26.55149, collision = h0010B1
x = 249.5668, y = -311.5697, z = 73.1437, angle = 26.58754, collision = h0010B1
x = 248.9284, y = -311.949, z = 71.89167, angle = 27.7911, collision = h0010B1
x = 248.2679, y = -312.3155, z = 70.64427, angle = 28.81482, collision = h0010B1
x = 247.5582, y = -312.6852, z = 69.43269, angle = 37.60339, collision = h0010B1
x = 246.6659, y = -313.0371, z = 68.3243, angle = 42.25036, collision = h0010B1
x = 245.7061, y = -313.3887, z = 67.28541, angle = 46.21855, collision = h0010B1
x = 244.7156, y = -313.8146, z = 66.23164, angle = 39.70515, collision = h0010B1
x = 243.8942, y = -314.1057, z = 65.24631, angle = 40.94901, collision = h0010B1
x = 242.9854, y = -314.4443, z = 64.09463, angle = 27.35734, collision = h0010B1
x = 242.3309, y = -314.7798, z = 62.80323, angle = 22.88618, collision = h0010B1
x = 241.7873, y = -314.9706, z = 61.48114, angle = 18.0822, collision = h0010B1
x = 241.4648, y = -315.1069, z = 60.12579, angle = -11.87363, collision = h0010B1
x = 241.7727, y = -315.2974, z = 58.74689, angle = -14.2028, collision = h0010B1
x = 241.9937, y = -315.5169, z = 57.37379, angle = 13.1736, collision = h0010B1
x = 241.7171, y = -315.5592, z = 55.99652, angle = -1.012248, collision = h0010B1
x = 241.8291, y = -315.7516, z = 54.61481, angle = -20.74928, collision = h0010B1
x = 242.3182, y = -315.9469, z = 53.29743, angle = -18.29733, collision = h0010B1
x = 242.713, y = -316.2242, z = 51.95123, angle = -10.68748, collision = h0010B1
x = 242.9659, y = -316.5837, z = 50.56884, angle = -9.47589, collision = h0011B1
x = 243.2427, y = -317.0282, z = 49.19376, angle = -27.01393, collision = h0011B1
x = 243.9555, y = -317.5101, z = 47.98959, angle = -49.33021, collision = h0011B1
x = 244.891, y = -317.881, z = 46.95415, angle = -26.67707, collision = h0011B1
x = 245.5335, y = -318.4189, z = 45.70433, angle = -27.52742, collision = h0011B1
x = 246.1869, y = -318.901, z = 44.44535, angle = -30.15478, collision = h0011B1
x = 246.7704, y = -319.2434, z = 43.40315, angle = -29.36335, collision = h0011B1
x = 247.3635, y = -319.6695, z = 42.33904, angle = -38.82163, collision = h0011B1
x = 248.1358, y = -320.0785, z = 41.29533, angle = -44.37174, collision = h0011B1
x = 249.0226, y = -320.4702, z = 40.38932, angle = -38.68689, collision = h0011B1
x = 249.8259, y = -320.9989, z = 39.42885, angle = -19.25713, collision = h0011B1
x = 250.3507, y = -321.5175, z = 38.23301, angle = -6.180051, collision = h0011B1
x = 250.5255, y = -321.8196, z = 37.01255, angle = -27.43713, collision = h0011B1
x = 251.0007, y = -322.0667, z = 35.95011, angle = -30.8899, collision = h0011B1
x = 251.7123, y = -322.3716, z = 34.75507, angle = -20.89722, collision = h0011B1
x = 252.2423, y = -322.6543, z = 33.50666, angle = -16.15937, collision = h0011B1
x = 252.5807, y = -322.8261, z = 32.34113, angle = -15.83671, collision = h0011B1
x = 252.942, y = -322.9719, z = 31.06529, angle = -14.70268, collision = h0011B1
x = 253.2654, y = -323.1534, z = 29.86135, angle = -24.12331, collision = h0011B1
x = 253.8016, y = -323.4323, z = 28.71097, angle = -40.84203, collision = h0011B1
x = 254.6312, y = -323.8784, z = 27.71247, angle = -48.15247, collision = h0011B1
x = 255.6496, y = -324.3021, z = 26.78272, angle = -47.05515, collision = h0012B1
x = 256.6261, y = -324.3021, z = 25.88732, angle = -40.62407, collision = h0012B1
x = 257.2985, y = -324.2315, z = 25.11331, angle = -32.2679, collision = h0012B1
x = 257.8825, y = -324.3021, z = 23.93966, angle = -22.75124, collision = h0012B1
x = 258.4251, y = -324.3021, z = 22.706, angle = -9.253144, collision = h0012B1
x = 258.6805, y = -324.3021, z = 21.41735, angle = 15.17807, collision = h0012B1
x = 257.9581, y = -324.3021, z = 20.08183, angle = 128.7678, collision = h0012B1
x = 256.9153, y = -324.3021, z = 20.62358, angle = 136.0519, collision = h0012B1
x = 256.0213, y = -324.3021, z = 21.53504, angle = 119.1051, collision = h0012B1
x = 254.7912, y = -324.3021, z = 22.27738, angle = 33.22297, collision = h0012B1
x = 253.8537, y = -324.3021, z = 21.24221, angle = -22.0698, collision = h0012B1
x = 254.3417, y = -324.3021, z = 19.8895, angle = -12.14944, collision = h0012B1
x = 254.6382, y = -324.3021, z = 18.93247, angle = 11.1789, collision = h0012B1
x = 254.4609, y = -324.3021, z = 17.46924, angle = 94.46638, collision = h0012B1
x = 252.8414, y = -324.3021, z = 17.31598, angle = 119.705, collision = h0012B1
x = 251.5804, y = -324.3021, z = 18.03104, angle = 120.8405, collision = h0012B1
x = 250.0436, y = -324.3021, z = 18.96194, angle = 35.45807, collision = h0012B1
x = 249.0349, y = -324.3021, z = 18.67378, angle = -2.758768, collision = h0012B1
x = 249.0068, y = -324.3021, z = 17.56035, angle = -2.974138, collision = h0012B1
x = 248.4695, y = -324.3021, z = 16.25514, angle = 4.588999, collision = h0012B1
x = 248.3434, y = -324.3021, z = 14.87054, angle = -17.56576, collision = h0012B1
x = 248.7676, y = -324.3021, z = 13.78753, angle = -20.2668, collision = h0012B1
x = 250.0158, y = -324.3021, z = 13.66688, angle = -70.70695, collision = h0012B1
x = 251.3474, y = -324.2504, z = 13.32587, angle = -125.9624, collision = h0012B1
x = 252.5566, y = -324.1992, z = 14.17883, angle = -141.6089, collision = h0012B1
x = 253.2676, y = -324.2946, z = 15.0335, angle = -151.9925, collision = h0012B1
x = 253.9753, y = -324.3021, z = 16.36309, angle = -166.6651, collision = h0012B1
x = 253.0506, y = -324.3021, z = 20.2092, angle = 112.0064, collision = h0012B1
x = 251.8962, y = -324.3021, z = 20.72535, angle = 72.47613, collision = h0012B1
x = 250.5187, y = -324.3021, z = 20.36764, angle = 57.512, collision = h0012B1
x = 249.4153, y = -324.3021, z = 19.79083, angle = 37.3429, collision = h0012B1
x = 247.9579, y = -324.3021, z = 17.89615, angle = -0.6924446, collision = h0012B1
x = 247.4468, y = -324.3021, z = 14.25719, angle = 103.5014, collision = h0012B1
x = 246.2648, y = -324.3021, z = 14.32113, angle = 132.4478, collision = h0012B1
x = 245.2883, y = -324.3021, z = 15.16506, angle = 109.9918, collision = h0012B1
x = 244.1208, y = -324.3021, z = 15.72548, angle = 79.79933, collision = h0012B1
x = 242.7979, y = -324.3021, z = 15.5273, angle = 18.64886, collision = h0012B1
x = 242.2898, y = -324.3021, z = 14.47057, angle = -10.2403, collision = h0012B1
x = 242.5236, y = -324.3021, z = 13.19371, angle = -36.8882, collision = h0012B1
x = 243.2078, y = -324.3021, z = 12.13714, angle = -44.59189, collision = h0012B1
x = 244.0569, y = -324.3021, z = 11.21478, angle = -21.62311, collision = h0012B1
x = 244.6206, y = -324.3021, z = 10.02608, angle = -10.50099, collision = h0012B1
x = 244.8501, y = -324.3021, z = 8.82135, angle = 46.3249, collision = h0012B1
x = 243.9567, y = -324.3021, z = 7.899642, angle = 105.8969, collision = h0012B1
x = 242.7622, y = -324.3021, z = 8.156588, angle = 110.6509, collision = h0012B1
x = 241.4725, y = -324.3021, z = 8.629782, angle = 113.8769, collision = h0012B1
x = 240.362, y = -324.3021, z = 9.106923, angle = 100.1303, collision = h0012B1
x = 239.0376, y = -324.3021, z = 9.375154, angle = 45.89823, collision = h0012B1
x = 238.0417, y = -324.3021, z = 8.735541, angle = 7.613093, collision = h0012B1
x = 237.8016, y = -324.3021, z = 7.467657, angle = 32.93199, collision = h0012B1
x = 237.2261, y = -324.0872, z = 6.42252, angle = 83.74581, collision = h0012B1
x = 235.999, y = -324.1786, z = 6.222126, angle = 58.10904, collision = h0012B1
x = 234.8166, y = -324.3021, z = 5.728594, angle = 43.38024, collision = h0012B1
x = 233.9102, y = -324.2737, z = 4.773486, angle = 44.23923, collision = h0012B1
x = 233.9998, y = -324.2379, z = 3.593854, angle = 44.23923, collision = h0012B1
x = 233.19, y = -324.3021, z = 2.4496, angle = 37.28349, collision = h0012B1
x = 232.5656, y = -324.3021, z = 1.632002, angle = 36.75666, collision = h0012B1
x = 231.9285, y = -324.3021, z = 0.848384, angle = 44.31319, collision = h0012B1
x = 230.9318, y = -324.3021, z = 0.2599991, angle = 58.46383, collision = h0012B1
x = 229.9848, y = -324.302, z = 0.8566313, angle = 114.4416, collision = h0012B1
x = 228.655, y = -324.302, z = 1.460483, angle = 126.02, collision = h0012B1
x = 227.6656, y = -324.302, z = 2.145551, angle = 128.0283, collision = h0012B1
x = 226.648, y = -324.302, z = 2.914687, angle = 130.6942, collision = h0012B1
x = 225.3778, y = -324.302, z = 3.95468, angle = 132.7096, collision = h0012B1
x = 224.469, y = -324.302, z = 4.778241, angle = 132.7096, collision = h0012B1
x = 226.3513, y = -324.302, z = 4.214209, angle = -50.99739, collision = h0012B1
x = 227.6595, y = -324.302, z = 0.6540489, angle = -12.46863, collision = h0012B1
x = 227.8868, y = -324.3021, z = -0.600464, angle = -3.228863, collision = h0012B1
x = 227.9555, y = -324.3015, z = -1.801321, angle = 39.91351, collision = h0012B1
x = 227.3106, y = -324.301, z = -2.740572, angle = 79.04787, collision = h0012B1
x = 226.1301, y = -324.3005, z = -3.109367, angle = 102.1037, collision = h0012B1
x = 224.8374, y = -324.3003, z = -2.849304, angle = 85.42485, collision = h0012B1
x = 223.5693, y = -324.3, z = -2.90084, angle = 15.67673, collision = h0012B1
x = 223.1133, y = -324.2994, z = -3.997195, angle = -12.30245, collision = h0012B1
x = 223.3472, y = -324.2989, z = -5.304545, angle = -2.137385, collision = h0012B1
x = 223.4416, y = -324.2984, z = -6.53208, angle = 15.26558, collision = h0012B1
x = 223.1389, y = -324.2977, z = -7.856884, angle = 33.3614, collision = h0012B1
x = 222.5002, y = -324.2971, z = -8.894865, angle = 41.77565, collision = h0012B1
x = 221.604, y = -324.2964, z = -9.915739, angle = 52.87159, collision = h0012B1
x = 220.6448, y = -324.2959, z = -10.65775, angle = 101.1353, collision = h0012B1
x = 219.3722, y = -324.2955, z = -10.55027, angle = 129.6887, collision = h0012B1
x = 218.5018, y = -324.2937, z = -9.960974, angle = 94.67883, collision = h0012B1
x = 216.744, y = -324.2921, z = -9.718524, angle = -125.5193, collision = h0012B1
x = 215.5923, y = -324.2913, z = -8.974608, angle = -103.5888, collision = h0012B1
x = 216.5377, y = -324.2919, z = -8.495644, angle = -81.97643, collision = h0012B1
x = 218.0233, y = -324.293, z = -8.643861, angle = 73.7455, collision = h0012B1
x = 214.2591, y = -324.2902, z = -7.549908, angle = -95.58604, collision = h0012B1
x = 215.2651, y = -324.2909, z = -7.761267, angle = -74.35172, collision = h0012B1
x = 219.5129, y = -324.2955, z = -9.497891, angle = -58.22264, collision = h0012B1
x = 221.5856, y = -324.2973, z = -7.86184, angle = 160.9202, collision = h0012B1
x = 221.0725, y = -324.2978, z = -6.556212, angle = 140.7196, collision = h0012B1
x = 220.2222, y = -324.296, z = -5.439277, angle = 140.4404, collision = h0012B1
x = 219.3403, y = -324.2943, z = -4.33744, angle = 148.5786, collision = h0012B1
x = 218.88, y = -324.2935, z = -3.067477, angle = -129.2509, collision = h0012B1
x = 220.0127, y = -324.295, z = -2.341871, angle = -98.15547, collision = h0012B1
x = 221.3508, y = -324.2976, z = -2.025465, angle = -131.2731, collision = h0012B1
x = 222.4652, y = -324.3, z = -1.38543, angle = -48.00336, collision = h0012B1
x = 224.9936, y = -324.2998, z = -4.063115, angle = -62.80635, collision = h0012B1
x = 226.237, y = -324.2999, z = -4.718032, angle = -64.56387, collision = h0012B1
x = 227.5103, y = -324.2999, z = -5.310062, angle = -122.0074, collision = h0012B1
x = 228.5954, y = -324.3005, z = -4.570686, angle = -169.5533, collision = h0012B1
x = 228.8024, y = -324.3012, z = -3.04642, angle = -162.1931, collision = h0012B1
x = 229.1292, y = -324.3018, z = -1.884414, angle = -148.4427, collision = h0012B1
x = 229.788, y = -324.302, z = -0.8090802, angle = -148.5065, collision = h0012B1
x = 230.0375, y = -324.3021, z = 2.110168, angle = 164.9261, collision = h0012B1
x = 229.6923, y = -324.3021, z = 3.406027, angle = 94.59051, collision = h0012B1
x = 228.3355, y = -324.302, z = 4.036376, angle = 69.24509, collision = h0012B1
x = 225.2081, y = -324.302, z = 2.752013, angle = 162.0287, collision = h0012B1
x = 224.6704, y = -324.3019, z = 5.844162, angle = 164.4176, collision = h0012B1
x = 225.0395, y = -324.302, z = 7.00026, angle = 121.0932, collision = h0012B1
x = 224.6086, y = -324.302, z = 8.119864, angle = 80.1105, collision = h0012B1
x = 223.3108, y = -324.3019, z = 8.409426, angle = 84.1021, collision = h0012B1
x = 222.0673, y = -324.302, z = 8.160004, angle = 139.1081, collision = h0012B1
x = 220.8033, y = -324.302, z = 8.387556, angle = 144.6604, collision = h0012B1
x = 220.0968, y = -324.302, z = 9.291876, angle = -171.0668, collision = h0012B1
x = 219.7106, y = -324.302, z = 10.50853, angle = -161.8667, collision = h0012B1
x = 219.9718, y = -324.3019, z = 11.63944, angle = 162.6373, collision = h0012B1
x = 220.0713, y = -324.3019, z = 12.82969, angle = 120.511, collision = h0012B1
x = 219.333, y = -324.3019, z = 13.90282, angle = 91.41769, collision = h0012B1
x = 218.2472, y = -324.3019, z = 14.1118, angle = 70.02411, collision = h0012B1
x = 216.7601, y = -324.302, z = 13.72136, angle = 106.0806, collision = h0012B1
x = 215.6612, y = -324.302, z = 13.63266, angle = 151.0847, collision = h0012B1
x = 214.7653, y = -324.302, z = 14.76899, angle = -157.3285, collision = h0012B1
x = 214.9316, y = -324.3019, z = 15.92575, angle = -131.1248, collision = h0012B1
x = 215.8256, y = -324.3019, z = 16.85175, angle = -98.97868, collision = h0012B1
x = 216.8582, y = -324.3019, z = 17.08641, angle = -94.77311, collision = h0012B1
x = 216.3748, y = -324.3019, z = 15.5949, angle = -22.03302, collision = h0012B1
x = 217.3536, y = -324.302, z = 12.85405, angle = -45.17124, collision = h0012B1
x = 218.12, y = -324.302, z = 11.90644, angle = -45.56324, collision = h0012B1
x = 221.5165, y = -324.302, z = 7.083216, angle = -53.15638, collision = h0012B1
x = 222.4821, y = -324.302, z = 6.341307, angle = -53.28266, collision = h0012B1
x = 223.5376, y = -324.302, z = 5.554075, angle = -46.0149, collision = h0012B1
x = 225.9655, y = -324.302, z = 1.926597, angle = -5.118489, collision = h0012B1
x = 226.1042, y = -324.3021, z = 0.6076263, angle = 10.10626, collision = h0012B1
x = 225.9257, y = -324.3015, z = -0.6194372, angle = 23.32485, collision = h0012B1
x = 225.4487, y = -324.3009, z = -1.800044, angle = 41.63988, collision = h0012B1
x = 221.8158, y = -324.2992, z = -4.210895, angle = 70.58389, collision = h0012B1
x = 219.3482, y = -324.2931, z = -1.423552, angle = 159.9162, collision = h0012B1
x = 218.8784, y = -324.7173, z = -0.3228949, angle = 48.48497, collision = h1300B1
x = 217.8012, y = -324.8538, z = -0.9452218, angle = 61.93013, collision = h1300B1
x = 216.8286, y = -324.9013, z = -1.663163, angle = 135.4075, collision = h1300B1
x = 216.0262, y = -325.6068, z = -0.8809105, angle = -161.0617, collision = h1300B1
x = 216.1463, y = -326.1476, z = 0.3357829, angle = -153.3223, collision = h1300B1
x = 216.6841, y = -326.4075, z = 1.323425, angle = -179.2436, collision = h1300B1
x = 216.2009, y = -327.1826, z = 2.517323, angle = 92.50064, collision = h1300B1
x = 214.7407, y = -327.8083, z = 2.582953, angle = 82.10223, collision = h1300B1
x = 213.5061, y = -328.3509, z = 2.666497, angle = 161.4259, collision = h1300B1
x = 213.1277, y = -328.935, z = 3.554376, angle = -170.4906, collision = h1300B1
x = 213.3854, y = -329.5026, z = 4.941781, angle = -173.9751, collision = h1300B1
x = 213.0378, y = -330.1871, z = 6.062459, angle = 94.70959, collision = h1300B1
x = 211.6307, y = -330.8416, z = 6.232214, angle = 100.9985, collision = h1300B1
