x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 991.0389, y = -303.3314, z = 823.9396, angle = 48.17484, collision = h0051B1
x = 990.181, y = -303.305, z = 823.139, angle = -4.948486, collision = h0051B1
x = 990.27, y = -303.2162, z = 821.8015, angle = -8.040758, collision = h0042B1
x = 990.4244, y = -303.0995, z = 820.5812, angle = -22.50275, collision = h0042B1
x = 990.8667, y = -302.98, z = 819.0696, angle = -6.604779, collision = h0042B1
x = 991.0255, y = -302.9277, z = 817.8679, angle = -7.360144, collision = h0042B1
x = 991.1566, y = -302.8958, z = 816.792, angle = -7.014618, collision = h0042B1
x = 991.3138, y = -302.8613, z = 815.5157, angle = -0.3066072, collision = h0042B1
x = 991.368, y = -302.8398, z = 814.4363, angle = 2.896833, collision = h0042B1
x = 991.3362, y = -302.821, z = 813.0239, angle = -6.45905, collision = h0042B1
x = 991.4813, y = -302.7796, z = 811.6723, angle = -0.1879805, collision = h0042B1
x = 991.4691, y = -302.7557, z = 810.2975, angle = 25.32205, collision = h0042B1
x = 990.8965, y = -302.793, z = 808.9978, angle = 45.86094, collision = h0042B1
x = 990.0027, y = -302.8703, z = 808.0819, angle = 74.21536, collision = h0042B1
x = 988.5928, y = -303.0071, z = 807.8461, angle = 177.9032, collision = h0042B1
x = 988.3572, y = -303.0327, z = 809.0432, angle = -166.8826, collision = h0042B1
x = 988.5566, y = -303.0302, z = 810.0689, angle = -165.9539, collision = h0042B1
x = 988.9543, y = -303.0177, z = 811.5019, angle = -160.148, collision = h0042B1
x = 989.3806, y = -303.0018, z = 812.8115, angle = -179.1535, collision = h0042B1
x = 989.425, y = -303.0145, z = 813.8198, angle = -178.5227, collision = h0042B1
x = 989.4786, y = -303.0317, z = 815.2701, angle = 171.4548, collision = h0042B1
x = 989.3412, y = -303.0642, z = 816.5234, angle = 161.8308, collision = h0042B1
x = 988.9124, y = -303.1244, z = 817.7913, angle = 143.0219, collision = h0042B1
x = 987.9695, y = -303.2359, z = 818.6804, angle = 42.50658, collision = h0042B1
x = 987.1823, y = -303.2907, z = 818.0105, angle = 39.27375, collision = h0042B1
x = 986.3277, y = -303.349, z = 816.9084, angle = 4.901303, collision = h0042B1
x = 986.083, y = -303.3499, z = 815.5516, angle = -0.4176114, collision = h0042B1
x = 986.091, y = -303.3513, z = 814.3395, angle = 7.063003, collision = h0042B1
x = 986.0369, y = -303.3464, z = 813.2794, angle = 12.12344, collision = h0042B1
x = 985.7001, y = -303.3435, z = 811.9872, angle = 73.54494, collision = h0042B1
x = 984.5507, y = -303.4068, z = 811.4423, angle = 160.7804, collision = h0042B1
x = 984.0176, y = -303.3494, z = 812.3289, angle = 169.7565, collision = h0042B1
x = 983.8156, y = -303.1801, z = 813.7465, angle = 166.4008, collision = h0042B1
x = 983.5037, y = -303.4009, z = 815.0697, angle = 163.2595, collision = h0042B1
x = 983.1337, y = -303.5435, z = 816.3586, angle = 167.2996, collision = h0042B1
x = 982.8483, y = -303.6216, z = 817.8521, angle = -176.0527, collision = h0042B1
x = 982.8665, y = -303.7043, z = 819.1857, angle = 159.0484, collision = h0042B1
x = 982.3721, y = -303.8137, z = 820.4495, angle = 141.0218, collision = h0042B1
x = 981.405, y = -303.9932, z = 821.5527, angle = 103.2115, collision = h0042B1
x = 980.2554, y = -304.1017, z = 821.8913, angle = 52.61915, collision = h0042B1
x = 979.1561, y = -304.1029, z = 821.2369, angle = 24.47249, collision = h0042B1
x = 978.5712, y = -304.021, z = 819.9693, angle = 24.3868, collision = h0042B1
x = 977.9022, y = -303.9724, z = 818.5179, angle = 70.06216, collision = h0042B1
x = 976.6058, y = -304.0524, z = 817.8895, angle = 112.5788, collision = h0042B1
x = 975.405, y = -304.2463, z = 818.4519, angle = -175.2151, collision = h0042B1
x = 975.4047, y = -304.3163, z = 819.7563, angle = -160.9744, collision = h0042B1
x = 975.8262, y = -304.3452, z = 820.7637, angle = -77.89044, collision = h0042B1
x = 976.9708, y = -304.2002, z = 820.3384, angle = 15.8078, collision = h0042B1
x = 976.5294, y = -304.1636, z = 819.2313, angle = 112.1899, collision = h0042B1
x = 974.34, y = -304.5359, z = 820.0248, angle = 137.6532, collision = h0042B1
x = 973.6615, y = -304.6737, z = 821.2051, angle = -165.3178, collision = h0042B1
x = 974.129, y = -304.6414, z = 822.409, angle = -104.8686, collision = h0042B1
x = 975.497, y = -304.5441, z = 822.9464, angle = -166.1348, collision = h0051B1
x = 975.7964, y = -304.571, z = 824.1657, angle = 155.5544, collision = h0051B1
x = 975.2544, y = -304.7568, z = 825.5427, angle = -168.4899, collision = h0051B1
x = 975.4921, y = -304.8517, z = 826.8387, angle = -154.438, collision = h0051B1
x = 976.3313, y = -304.8946, z = 828.0069, angle = -117.4754, collision = h0051B1
x = 977.467, y = -304.8679, z = 828.6764, angle = -136.097, collision = h0051B1
x = 978.4636, y = -304.8562, z = 829.7759, angle = -143.1134, collision = h0051B1
x = 979.2559, y = -304.7111, z = 830.835, angle = -144.4872, collision = h0051B1
x = 980.1176, y = -304.5583, z = 832.0482, angle = -145.9984, collision = h0051B1
x = 980.8531, y = -304.4177, z = 833.1475, angle = -147.7007, collision = h0051B1
x = 981.5743, y = -304.472, z = 834.4428, angle = -164.105, collision = h0051B1
x = 981.9218, y = -304.7556, z = 835.718, angle = -173.8775, collision = h0051B1
x = 982.0345, y = -305.0002, z = 837.1979, angle = 169.5392, collision = h0051B1
x = 981.76, y = -305.2356, z = 838.5112, angle = 149.2473, collision = h0051B1
x = 981.1006, y = -305.1573, z = 839.5375, angle = 121.6046, collision = h0051B1
x = 979.7903, y = -305.0249, z = 840.1097, angle = 16.50743, collision = h0051B1
x = 979.2953, y = -305.1349, z = 838.9152, angle = 21.34274, collision = h0051B1
x = 978.7639, y = -305.2196, z = 837.7088, angle = 48.37617, collision = h0051B1
x = 977.6146, y = -305.2255, z = 836.7067, angle = 49.60671, collision = h0051B1
x = 976.509, y = -305.2461, z = 835.7667, angle = 54.48744, collision = h0051B1
x = 975.4606, y = -305.2701, z = 835.0259, angle = 53.69328, collision = h0051B1
x = 974.5656, y = -305.2973, z = 834.3973, angle = 42.02824, collision = h0051B1
x = 973.6824, y = -305.3097, z = 833.359, angle = 33.12362, collision = h0051B1
x = 973.1253, y = -305.2882, z = 832.4942, angle = 31.49376, collision = h0051B1
x = 972.4179, y = -305.3504, z = 831.3771, angle = 40.4232, collision = h0051B1
x = 971.5311, y = -305.3398, z = 830.4024, angle = 66.47934, collision = h0051B1
x = 970.6154, y = -305.3201, z = 829.9528, angle = 84.00435, collision = h0051B1
x = 969.6186, y = -305.3198, z = 829.8622, angle = 138.4941, collision = h0051B1
x = 968.8326, y = -305.3391, z = 830.8687, angle = -176.2411, collision = h0051B1
x = 968.8493, y = -305.4333, z = 831.8767, angle = -167.1871, collision = h0051B1
x = 969.3137, y = -305.6551, z = 833.0561, angle = -132.7361, collision = h0051B1
x = 970.2925, y = -305.6057, z = 833.9456, angle = -139.9762, collision = h0051B1
x = 971.112, y = -305.5775, z = 835.1417, angle = -166.8102, collision = h0051B1
x = 971.5259, y = -305.5919, z = 836.5687, angle = -153.6645, collision = h0051B1
x = 972.0994, y = -305.614, z = 837.7603, angle = -153.5655, collision = h0051B1
x = 972.7491, y = -305.4383, z = 839.0988, angle = -164.2561, collision = h0051B1
x = 973.0831, y = -305.1364, z = 840.3742, angle = -171.7145, collision = h0051B1
x = 973.2598, y = -305.3709, z = 841.8517, angle = 179.8183, collision = h0051B1
x = 973.2576, y = -305.5809, z = 843.1701, angle = 176.3085, collision = h0051B1
x = 973.2224, y = -305.9103, z = 844.6561, angle = -176.4434, collision = h0051B1
x = 973.2921, y = -306.1074, z = 845.9767, angle = 146.6981, collision = h0040B1
x = 972.4304, y = -306.2826, z = 847.1243, angle = 117.2078, collision = h0040B1
x = 971.5439, y = -306.388, z = 847.9, angle = -178.5603, collision = h0040B1
x = 971.7128, y = -306.2505, z = 849.3051, angle = 175.1929, collision = h0040B1
x = 971.6135, y = -306.1459, z = 850.6411, angle = 168.3989, collision = h0040B1
x = 971.3309, y = -306.1628, z = 851.9315, angle = 108.7589, collision = h0040B1
x = 970.1931, y = -306.3567, z = 852.4004, angle = 75.57433, collision = h0040B1
x = 968.7247, y = -306.5452, z = 852.0723, angle = 82.10633, collision = h0040B1
x = 967.2794, y = -306.6909, z = 852.0504, angle = 130.0641, collision = h0040B1
x = 966.2745, y = -306.6548, z = 852.8499, angle = 125.0733, collision = h0040B1
x = 965.2215, y = -306.7433, z = 853.585, angle = 113.3091, collision = h0040B1
x = 963.9223, y = -306.8995, z = 854.0474, angle = 24.98195, collision = h0040B1
x = 963.2244, y = -307.1249, z = 852.959, angle = 3.337695, collision = h0040B1
x = 963.1748, y = -307.2185, z = 851.9134, angle = 17.38186, collision = h0040B1
x = 962.8049, y = -307.3441, z = 850.55, angle = 15.9677, collision = h0040B1
x = 962.3889, y = -307.4287, z = 849.2187, angle = 50.07708, collision = h0040B1
x = 961.3831, y = -307.5961, z = 848.2632, angle = 51.20953, collision = h0051B1
x = 960.1893, y = -307.8163, z = 847.2855, angle = 48.57203, collision = h0051B1
x = 959.1429, y = -307.9262, z = 846.3613, angle = 52.43272, collision = h0051B1
x = 958.0342, y = -307.8282, z = 845.5508, angle = 59.98476, collision = h0051B1
x = 956.8659, y = -307.7291, z = 844.7507, angle = 37.85973, collision = h0051B1
x = 956.0303, y = -307.5938, z = 843.7269, angle = 72.99746, collision = h0051B1
x = 954.8273, y = -307.519, z = 843.6776, angle = 101.7997, collision = h0051B1
x = 953.8364, y = -307.4783, z = 843.8586, angle = 97.80804, collision = h0051B1
x = 952.5455, y = -307.7054, z = 844.0029, angle = 88.57362, collision = h0051B1
x = 951.1059, y = -307.9632, z = 844.1816, angle = 152.6131, collision = h0051B1
x = 950.5279, y = -308.0738, z = 845.3201, angle = -155.0449, collision = h0051B1
x = 951.1041, y = -308.0609, z = 846.6583, angle = -144.1124, collision = h0051B1
x = 951.878, y = -308.0175, z = 847.7309, angle = -142.9291, collision = h0051B1
x = 952.784, y = -308.0123, z = 848.9111, angle = -139.8667, collision = h0040B1
x = 953.6407, y = -307.9347, z = 849.9186, angle = -137.5747, collision = h0040B1
x = 954.6276, y = -307.8348, z = 851.032, angle = -144.0912, collision = h0040B1
x = 955.4013, y = -307.7999, z = 852.1045, angle = -116.322, collision = h0040B1
x = 956.6543, y = -307.7619, z = 852.8612, angle = -129.1583, collision = h0040B1
x = 957.6905, y = -307.7126, z = 853.6815, angle = -138.1563, collision = h0040B1
x = 958.6488, y = -307.673, z = 854.8145, angle = -149.9815, collision = h0040B1
x = 959.3049, y = -307.6804, z = 855.9628, angle = -154.2505, collision = h0040B1
x = 959.4915, y = -307.9602, z = 857.1624, angle = -161.1532, collision = h0040B1
x = 959.9122, y = -307.8837, z = 858.4161, angle = -165.7913, collision = h0040B1
x = 960.2653, y = -307.9879, z = 859.8612, angle = -166.6478, collision = h0040B1
x = 960.5843, y = -307.9619, z = 860.9145, angle = -173.1895, collision = h0040B1
x = 959.6444, y = -308.2052, z = 861.4249, angle = 114.7555, collision = h0040B1
x = 958.9553, y = -308.2825, z = 862.4086, angle = 150.7325, collision = h0040B1
x = 958.384, y = -308.2264, z = 863.6539, angle = 165.9102, collision = h0040B1
x = 958.2253, y = -308.2962, z = 864.8194, angle = 163.0469, collision = h0040B1
x = 957.8289, y = -308.4856, z = 866.0568, angle = 150.1992, collision = h0040B1
x = 957.072, y = -308.5978, z = 867.3371, angle = 131.7606, collision = h0040B1
x = 956.1042, y = -308.6269, z = 868.2368, angle = 131.2392, collision = h0040B1
x = 954.987, y = -308.6393, z = 869.2197, angle = 154.0239, collision = h0040B1
x = 954.3284, y = -308.6428, z = 870.3513, angle = 155.5787, collision = h0040B1
x = 953.7288, y = -308.6613, z = 871.713, angle = 161.5311, collision = h0040B1
x = 953.359, y = -308.6658, z = 872.9803, angle = 171.0974, collision = h0040B1
x = 953.3215, y = -308.7415, z = 874.4493, angle = -171.117, collision = h0040B1
x = 953.4601, y = -308.8123, z = 875.7577, angle = 163.2, collision = h0040B1
x = 952.9018, y = -308.8432, z = 877.0997, angle = 66.31592, collision = h0040B1
x = 951.7665, y = -308.7905, z = 876.6251, angle = 32.84798, collision = h0040B1
x = 951.1049, y = -308.7332, z = 875.3326, angle = -19.41297, collision = h0040B1
x = 951.3863, y = -308.6797, z = 874.2548, angle = 51.63934, collision = h0040B1
x = 950.4044, y = -308.6354, z = 873.3746, angle = 106.4497, collision = h0040B1
x = 949.3869, y = -308.6685, z = 873.6067, angle = 66.96113, collision = h0040B1
x = 948.2593, y = -308.6624, z = 873.2977, angle = 23.29761, collision = h0040B1
x = 947.7209, y = -308.6155, z = 872.3939, angle = 6.869709, collision = h0040B1
x = 947.6572, y = -308.5518, z = 870.9406, angle = -67.40803, collision = h0040B1
x = 948.7278, y = -308.4365, z = 870.3913, angle = -86.52056, collision = h0040B1
x = 950.1917, y = -308.3397, z = 870.1862, angle = -55.40107, collision = h0040B1
x = 951.4338, y = -308.4451, z = 869.4056, angle = -41.6283, collision = h0040B1
x = 952.28, y = -308.4575, z = 868.269, angle = -3.006253, collision = h0040B1
x = 952.3895, y = -308.4778, z = 867.0449, angle = -5.039819, collision = h0040B1
x = 952.5562, y = -308.5333, z = 865.7199, angle = -56.84863, collision = h0040B1
x = 953.781, y = -308.5013, z = 865.0892, angle = -87.38485, collision = h0040B1
x = 955.1027, y = -308.4659, z = 864.7482, angle = 6.680089, collision = h0040B1
x = 955.1159, y = -308.4265, z = 863.5178, angle = 26.27654, collision = h0040B1
x = 954.6996, y = -308.4739, z = 862.5598, angle = 43.33886, collision = h0040B1
x = 953.8228, y = -308.4388, z = 861.4097, angle = 16.82333, collision = h0040B1
x = 953.4252, y = -308.4324, z = 860.0348, angle = 31.11148, collision = h0040B1
x = 952.7131, y = -308.384, z = 858.8623, angle = 48.30288, collision = h0040B1
x = 951.6782, y = -308.3325, z = 858.0074, angle = 112.6515, collision = h0040B1
x = 950.6939, y = -308.4352, z = 858.3121, angle = 160.8898, collision = h0040B1
x = 950.1912, y = -308.3452, z = 859.5904, angle = 147.198, collision = h0040B1
x = 949.4913, y = -308.4703, z = 860.7763, angle = 130.3783, collision = h0040B1
x = 948.4089, y = -308.5141, z = 861.6411, angle = 108.369, collision = h0040B1
x = 947.4663, y = -308.542, z = 861.9883, angle = 90.62145, collision = h0040B1
x = 946.2599, y = -308.5711, z = 862.0082, angle = 71.9281, collision = h0040B1
x = 945.2429, y = -308.6015, z = 861.7032, angle = 67.33666, collision = h0040B1
x = 943.9826, y = -308.6344, z = 861.1776, angle = 68.87189, collision = h0040B1
x = 943.0227, y = -308.6438, z = 860.8076, angle = 71.72881, collision = h0040B1
x = 941.722, y = -308.654, z = 860.3535, angle = 56.98174, collision = h0040B1
x = 940.5405, y = -308.7476, z = 859.5854, angle = 43.2828, collision = h0040B1
x = 939.6732, y = -308.9386, z = 858.6868, angle = 69.03282, collision = h0040B1
x = 938.7131, y = -309.0156, z = 858.2396, angle = 85.8654, collision = h0040B1
x = 937.4337, y = -309.0634, z = 858.1204, angle = 69.55949, collision = h0040B1
x = 936.032, y = -308.9753, z = 857.5833, angle = 54.92386, collision = h0040B1
x = 934.9676, y = -308.8444, z = 856.8351, angle = 37.82108, collision = h0040B1
x = 934.2307, y = -308.7663, z = 855.6507, angle = -16.96937, collision = h0040B1
x = 934.8086, y = -308.8038, z = 854.3911, angle = -94.26198, collision = h0051B1
x = 936.206, y = -308.7413, z = 854.4235, angle = -95.46333, collision = h0051B1
x = 937.5942, y = -308.7284, z = 854.569, angle = -112.1445, collision = h0040B1
x = 938.53, y = -308.7729, z = 855.2826, angle = 133.1852, collision = h0040B1
x = 937.4132, y = -308.8513, z = 855.9998, angle = 71.73435, collision = h0040B1
x = 936.1235, y = -308.8924, z = 855.8224, angle = 139.8896, collision = h0040B1
x = 938.1728, y = -308.9171, z = 856.9881, angle = 29.92188, collision = h0040B1
x = 933.9125, y = -308.7545, z = 853.4335, angle = -4.412015, collision = h0051B1
x = 933.9776, y = -308.8279, z = 851.9667, angle = -17.28403, collision = h0051B1
x = 934.5865, y = -308.9138, z = 850.7074, angle = -70.63092, collision = h0051B1
x = 935.7557, y = -308.9394, z = 850.2276, angle = -20.86591, collision = h0051B1
x = 936.2881, y = -308.8601, z = 848.9892, angle = -2.748455, collision = h0051B1
x = 936.3667, y = -308.8361, z = 847.614, angle = -2.440905, collision = h0051B1
x = 936.419, y = -308.695, z = 846.2556, angle = 9.62207, collision = h0051B1
x = 936.2107, y = -308.5334, z = 845.1022, angle = -11.246, collision = h0051B1
x = 935.6298, y = -307.8029, z = 843.7028, angle = -23.13471, collision = h0051B1
x = 936.1154, y = -308.3509, z = 842.3718, angle = -14.89914, collision = h0051B1
x = 936.3957, y = -308.3335, z = 841.1044, angle = 24.75153, collision = h0051B1
x = 935.677, y = -308.408, z = 839.9495, angle = 104.3016, collision = h0051B1
x = 934.658, y = -308.4692, z = 840.1398, angle = 94.92417, collision = h0051B1
x = 933.5226, y = -308.5382, z = 840.5527, angle = 120.6947, collision = h0051B1
x = 932.579, y = -308.5968, z = 841.2064, angle = 110.9018, collision = h0041B1
x = 931.1559, y = -309.0403, z = 841.6586, angle = 71.75408, collision = h0041B1
x = 929.8655, y = -309.4054, z = 841.3895, angle = 81.26218, collision = h0041B1
x = 928.9711, y = -309.6161, z = 840.9161, angle = 27.02325, collision = h0041B1
x = 928.2776, y = -309.7656, z = 839.7771, angle = 45.99884, collision = h0041B1
x = 927.336, y = -309.8184, z = 838.7614, angle = 73.66318, collision = h0041B1
x = 926.0389, y = -309.7362, z = 838.2119, angle = 95.36124, collision = h0041B1
x = 924.6723, y = -309.5935, z = 838.4213, angle = 175.8751, collision = h0041B1
x = 924.3922, y = -309.58, z = 839.4938, angle = 138.1744, collision = h0041B1
x = 923.7983, y = -309.4796, z = 840.3856, angle = 138.7853, collision = h0041B1
x = 923.311, y = -309.045, z = 841.6177, angle = 174.3055, collision = h0041B1
x = 923.2416, y = -308.745, z = 842.9347, angle = -133.2556, collision = h0041B1
x = 924.3184, y = -308.6256, z = 843.8713, angle = -109.4202, collision = h0041B1
x = 925.5079, y = -308.6174, z = 844.4131, angle = -128.1366, collision = h0041B1
x = 926.6821, y = -308.4912, z = 845.3271, angle = -126.4553, collision = h0041B1
x = 927.7396, y = -308.527, z = 846.1216, angle = -129.7557, collision = h0041B1
x = 928.8792, y = -308.636, z = 847.0783, angle = -132.7704, collision = h0041B1
x = 929.809, y = -308.7354, z = 848.0117, angle = 155.328, collision = h0041B1
x = 929.0917, y = -308.4052, z = 849.1032, angle = 89.70132, collision = h0041B1
x = 927.7919, y = -308.0217, z = 849.0782, angle = 86.7597, collision = h0041B1
x = 926.4205, y = -307.656, z = 849.3185, angle = 138.434, collision = h0041B1
x = 925.4816, y = -307.3881, z = 850.2719, angle = 120.2298, collision = h0041B1
x = 924.3315, y = -307.0883, z = 850.9323, angle = 113.2428, collision = h0041B1
x = 923.3501, y = -306.868, z = 851.3453, angle = 41.23881, collision = h0041B1
x = 922.0419, y = -306.5866, z = 850.6014, angle = 19.61118, collision = h0041B1
x = 921.5203, y = -306.5539, z = 849.1994, angle = 34.70479, collision = h0041B1
x = 920.7245, y = -306.4541, z = 848.1655, angle = 122.5501, collision = h0041B1
x = 919.8136, y = -306.2599, z = 848.6012, angle = 175.9316, collision = h0041B1
x = 919.6702, y = -306.166, z = 849.9204, angle = 152.843, collision = h0041B1
x = 918.8665, y = -305.8655, z = 851.1375, angle = 111.2157, collision = h0041B1
x = 917.6486, y = -305.6154, z = 851.3546, angle = 25.44274, collision = h0041B1
x = 917.0432, y = -305.6863, z = 850.246, angle = 26.71502, collision = h0041B1
x = 916.3927, y = -305.781, z = 848.949, angle = 27.99483, collision = h0041B1
x = 915.772, y = -305.8519, z = 847.8231, angle = 41.19722, collision = h0041B1
x = 915.1315, y = -305.7657, z = 847.043, angle = 44.29367, collision = h0041B1
x = 914.265, y = -305.5155, z = 846.1183, angle = 42.93641, collision = h0041B1
x = 913.312, y = -305.2406, z = 845.0981, angle = 48.66029, collision = h0041B1
x = 912.4969, y = -305.1939, z = 844.3304, angle = 52.30734, collision = h0041B1
x = 911.5003, y = -305.0014, z = 843.5474, angle = 46.06124, collision = h0041B1
x = 910.724, y = -304.8655, z = 842.8181, angle = 70.86574, collision = h0041B1
x = 909.7775, y = -304.6922, z = 842.3869, angle = 93.18494, collision = h0041B1
x = 908.4453, y = -304.5544, z = 842.4809, angle = 124.2267, collision = h0041B1
x = 907.6096, y = -304.2514, z = 843.4912, angle = -127.787, collision = h0041B1
x = 908.6185, y = -304.3038, z = 844.2902, angle = -132.7913, collision = h0041B1
x = 909.641, y = -304.5414, z = 845.3364, angle = -149.9979, collision = h0041B1
x = 910.3143, y = -304.673, z = 846.4748, angle = -154.1582, collision = h0041B1
x = 910.9871, y = -304.5587, z = 847.8018, angle = -151.9821, collision = h0041B1
x = 911.5973, y = -304.4401, z = 848.9748, angle = -152.8806, collision = h0041B1
x = 912.2358, y = -304.4416, z = 850.3171, angle = -178.105, collision = h0041B1
x = 912.1646, y = -304.3175, z = 851.5959, angle = 125.2927, collision = h0041B1
x = 910.9407, y = -303.9132, z = 852.4031, angle = 113.6174, collision = h0041B1
x = 909.7691, y = -303.7159, z = 852.989, angle = 131.5711, collision = h0041B1
x = 908.6616, y = -303.5872, z = 853.9816, angle = 145.5519, collision = h0041B1
x = 907.8717, y = -303.1978, z = 855.0411, angle = 127.9623, collision = h0041B1
x = 906.6721, y = -303.2054, z = 855.9424, angle = 116.0804, collision = h0041B1
x = 905.454, y = -303.2351, z = 856.5457, angle = 116.9665, collision = h0041B1
x = 904.2375, y = -303.2012, z = 857.1518, angle = 78.48753, collision = h0041B1
x = 902.7732, y = -303.1338, z = 856.9268, angle = 72.02567, collision = h0041B1
x = 901.4917, y = -303.0681, z = 856.5108, angle = 54.8218, collision = h0041B1
x = 900.5845, y = -303.0258, z = 855.8049, angle = 12.24742, collision = h0041B1
x = 900.1643, y = -303.0219, z = 854.4965, angle = 54.72136, collision = h0041B1
x = 899.1605, y = -302.9755, z = 853.6108, angle = 60.0145, collision = h0041B1
x = 898.0115, y = -302.9782, z = 852.9203, angle = 44.08527, collision = h0041B1
x = 897.158, y = -303.0745, z = 852.1418, angle = 46.6983, collision = h0041B1
x = 896.182, y = -303.188, z = 851.1962, angle = 49.39487, collision = h0041B1
x = 895.1686, y = -303.2936, z = 850.318, angle = 53.13691, collision = h0041B1
x = 894.026, y = -303.3634, z = 849.5341, angle = 74.16132, collision = h0041B1
x = 892.7037, y = -303.4203, z = 849.1576, angle = 81.11313, collision = h0041B1
x = 891.1472, y = -303.5749, z = 848.8177, angle = 71.24738, collision = h0041B1
x = 889.7789, y = -303.7231, z = 848.3947, angle = 71.32647, collision = h0041B1
x = 888.7454, y = -303.8076, z = 848.3619, angle = 86.28313, collision = h0041B1
x = 887.537, y = -303.9325, z = 848.3107, angle = 76.40083, collision = h0041B1
x = 886.5812, y = -304.4568, z = 848.1746, angle = 118.0777, collision = h0041B1
x = 885.6219, y = -304.2874, z = 848.6435, angle = 108.2441, collision = h0041B1
x = 885.6513, y = -304.5094, z = 847.3619, angle = -22.05482, collision = h0041B1
x = 886.1647, y = -304.5724, z = 846.0051, angle = 35.9329, collision = h0041B1
x = 885.6454, y = -304.9021, z = 844.7579, angle = 42.51916, collision = h0041B1
x = 884.6843, y = -305.1203, z = 843.6957, angle = 47.7485, collision = h0041B1
x = 883.9081, y = -305.2579, z = 842.9929, angle = 47.88934, collision = h0041B1
x = 882.8037, y = -305.4534, z = 841.9957, angle = 54.86067, collision = h0041B1
x = 881.7775, y = -305.5715, z = 841.2229, angle = 40.58676, collision = h0041B1
x = 881.023, y = -305.6571, z = 840.5043, angle = 35.17053, collision = h0041B1
x = 885.7194, y = -305.2743, z = 842.978, angle = -39.31957, collision = h0041B1
x = 886.7843, y = -305.2813, z = 842.1173, angle = -95.22794, collision = h0041B1
x = 888.1464, y = -305.0935, z = 842.1968, angle = -100.7485, collision = h0041B1
x = 889.5168, y = -304.7759, z = 842.5141, angle = -118.3352, collision = h0041B1
x = 890.8018, y = -304.3287, z = 843.2269, angle = -109.2953, collision = h0041B1
x = 891.9678, y = -304.08, z = 843.5748, angle = -67.87287, collision = h0041B1
x = 893.2921, y = -304.1089, z = 843.0242, angle = -57.88216, collision = h0041B1
x = 894.1935, y = -304.1152, z = 842.4559, angle = -61.99869, collision = h0041B1
x = 895.2847, y = -304.2928, z = 841.8496, angle = -62.85159, collision = h0041B1
x = 896.576, y = -304.4835, z = 841.1488, angle = -103.9556, collision = h0041B1
x = 897.7978, y = -304.4037, z = 841.3916, angle = -109.3452, collision = h0041B1
x = 899.1856, y = -304.2948, z = 841.744, angle = -77.48314, collision = h0041B1
x = 900.4711, y = -304.3517, z = 841.4606, angle = -69.28088, collision = h0041B1
x = 901.5063, y = -304.4631, z = 841.0836, angle = -72.11519, collision = h0041B1
x = 902.9125, y = -304.5671, z = 840.7656, angle = -101.7941, collision = h0041B1
x = 904.2027, y = -304.5474, z = 841.0424, angle = -107.4921, collision = h0041B1
x = 905.1723, y = -304.424, z = 841.3243, angle = -91.22764, collision = h0041B1
x = 906.4423, y = -304.4836, z = 841.431, angle = -140.3029, collision = h0041B1
x = 907.0528, y = -304.4726, z = 842.2674, angle = -159.5736, collision = h0041B1
x = 907.0402, y = -304.0532, z = 844.3315, angle = 75.65446, collision = h0041B1
x = 905.6489, y = -303.9148, z = 843.9464, angle = 97.10161, collision = h0041B1
x = 904.3839, y = -303.8157, z = 844.1526, angle = 118.7126, collision = h0041B1
x = 903.2552, y = -303.7147, z = 844.8358, angle = 165.0386, collision = h0041B1
x = 903.1979, y = -303.555, z = 846.1675, angle = -120.7437, collision = h0041B1
x = 904.435, y = -303.486, z = 846.9851, angle = -121.3533, collision = h0041B1
x = 905.5573, y = -303.4672, z = 847.685, angle = -147.3302, collision = h0041B1
x = 906.2746, y = -303.4522, z = 848.7688, angle = 137.7078, collision = h0041B1
x = 905.2501, y = -303.3728, z = 849.4055, angle = 84.14137, collision = h0041B1
x = 905.8857, y = -303.3667, z = 850.2108, angle = -135.0105, collision = h0041B1
x = 906.6862, y = -303.3713, z = 850.9887, angle = -130.826, collision = h0041B1
x = 907.8052, y = -303.4175, z = 851.1989, angle = -102.7242, collision = h0041B1
x = 909.1412, y = -303.5438, z = 851.2083, angle = -159.604, collision = h0041B1
x = 908.4993, y = -303.525, z = 852.4115, angle = 57.80463, collision = h0041B1
x = 904.9547, y = -303.2931, z = 850.8251, angle = 71.12624, collision = h0041B1
x = 903.7381, y = -303.2526, z = 850.4084, angle = 67.90459, collision = h0041B1
x = 902.7573, y = -303.2369, z = 850.0439, angle = 66.70935, collision = h0041B1
x = 901.8322, y = -303.2433, z = 849.6379, angle = 58.71463, collision = h0041B1
x = 900.8903, y = -303.2462, z = 849.1465, angle = 63.83279, collision = h0041B1
x = 899.6635, y = -303.2559, z = 848.8115, angle = 129.8164, collision = h0041B1
x = 898.7894, y = -303.1738, z = 849.8787, angle = 164.6388, collision = h0041B1
x = 898.2021, y = -303.0887, z = 851.0394, angle = 113.1901, collision = h0041B1
x = 894.9645, y = -303.2415, z = 851.5495, angle = 64.38731, collision = h0041B1
x = 893.8214, y = -303.3036, z = 850.9478, angle = 34.5348, collision = h0041B1
x = 891.9775, y = -303.5662, z = 848.1529, angle = 39.18212, collision = h0041B1
x = 891.1896, y = -303.7285, z = 847.1836, angle = 41.88041, collision = h0041B1
x = 890.4711, y = -303.8606, z = 846.3972, angle = 46.10123, collision = h0041B1
