# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -168.5384, y = -159.5033, z = 75.59351, angle = -97.06667, collision = h0022B0
x = -167.481, y = -159.5341, z = 75.5733, angle = -137.3666, collision = h0022B0
x = -166.6966, y = -159.5364, z = 76.5061, angle = 157.1073, collision = h0022B0
x = -167.2247, y = -159.4928, z = 77.79474, angle = 149.4969, collision = h0022B0
x = -166.54, y = -159.4954, z = 78.57767, angle = -53.08178, collision = h0022B0
x = -165.2626, y = -159.5199, z = 78.0893, angle = -121.3979, collision = h0022B0
x = -165.0564, y = -159.5407, z = 77.02045, angle = 30.95674, collision = h0022B0
x = -168.2553, y = -159.4729, z = 77.50766, angle = 58.49125, collision = h0022B0
x = -172.1877, y = -159.4705, z = 78.18176, angle = 160.1636, collision = h0022B0
x = -170.6308, y = -159.466, z = 80.25037, angle = -172.8078, collision = h0022B0
x = -170.1759, y = -170.1975, z = 86.03293, angle = -76.97134, collision = h0022B0
x = -159.7529, y = -208.9915, z = 85.58565, angle = -123.917, collision = h2000B0
x = -159.7485, y = -208.988, z = 86.68985, angle = 174.9207, collision = h2000B0
x = -159.8157, y = -208.988, z = 87.81794, angle = 178.3175, collision = h2000B0
x = -159.909, y = -209.385, z = 89.00127, angle = 164.4476, collision = h2000B0
x = -160.1621, y = -209.9466, z = 89.93706, angle = 167.7939, collision = h2000B0
x = -160.3626, y = -210.4553, z = 90.86333, angle = 167.1949, collision = h2000B0
x = -160.6271, y = -211.1821, z = 92.1283, angle = 164.371, collision = h2000B0
x = -161.015, y = -211.7331, z = 93.48479, angle = 161.2055, collision = h2000B0
x = -161.4606, y = -212.2078, z = 94.81764, angle = 172.6951, collision = h2000B0
x = -161.6607, y = -212.6815, z = 96.04529, angle = -173.0659, collision = h2000B0
x = -161.5751, y = -213.3102, z = 97.05322, angle = -173.0659, collision = h2000B0
x = -158.6876, y = -208.988, z = 87.49223, angle = -75.24688, collision = h2000B0
x = -157.2413, y = -209.3628, z = 87.40073, angle = -97.61674, collision = h2000B0
x = -155.8763, y = -209.3628, z = 87.29834, angle = -39.44535, collision = h2000B0
x = -154.9945, y = -209.3628, z = 86.21633, angle = -31.31041, collision = h2000B0
x = -154.0081, y = -209.3628, z = 85.34216, angle = -104.1318, collision = h2000B0
x = -152.6529, y = -209.3628, z = 85.68037, angle = -113.1666, collision = h2000B0
x = -151.33, y = -209.2829, z = 85.97202, angle = -28.56623, collision = h2000B0
x = -150.8756, y = -209.2829, z = 85.06653, angle = 13.99993, collision = h2000B0
x = -151.0343, y = -204.268, z = 83.57059, angle = 13.99993, collision = h2000B0
x = -151.4952, y = -204.268, z = 82.45303, angle = 133.099, collision = h2000B0
x = -152.6496, y = -204.268, z = 83.08559, angle = 17.52774, collision = h2000B0
x = -152.8377, y = -204.2009, z = 81.96176, angle = -26.01103, collision = h2000B0
x = -152.3734, y = -204.268, z = 80.98225, angle = 33.16703, collision = h2000B0
x = -153.1749, y = -204.268, z = 79.86259, angle = 59.87829, collision = h2000B0
x = -154.3963, y = -204.268, z = 79.16893, angle = 92.85194, collision = h2000B0
x = -155.6198, y = -204.3993, z = 79.46016, angle = 123.3553, collision = h2000B0
x = -156.8354, y = -204.3993, z = 79.96494, angle = 31.62067, collision = h2000B0
x = -157.3988, y = -204.3993, z = 78.81406, angle = -33.8501, collision = h2000B0
x = -156.5924, y = -204.4031, z = 77.72826, angle = -73.89925, collision = h2000B0
x = -155.3375, y = -204.4031, z = 77.77113, angle = -146.4847, collision = h2000B0
x = -152.5595, y = -204.268, z = 79.05097, angle = -14.50851, collision = h2000B0
x = -152.4352, y = -204.268, z = 77.85809, angle = 60.1209, collision = h2000B0
x = -153.6312, y = -204.268, z = 77.12555, angle = 49.44698, collision = h2000B0
x = -154.3647, y = -204.268, z = 76.04137, angle = -30.40117, collision = h2000B0
x = -153.5149, y = -204.329, z = 75.05969, angle = -80.93815, collision = h2000B0
x = -152.758, y = -204.332, z = 74.37595, angle = -18.23811, collision = h2000B0
x = -151.8187, y = -204.3381, z = 73.71355, angle = -52.60123, collision = h2000B0
x = -146.8977, y = -176.4337, z = 75.23699, angle = -79.41163, collision = h2701B0
x = -146.6375, y = -176.8349, z = 74.05634, angle = 15.85139, collision = h2701B0
x = -146.9787, y = -176.8349, z = 72.95155, angle = 25.25423, collision = h2701B0
x = -147.655, y = -176.8349, z = 72.06782, angle = 17.15555, collision = h2701B0
x = -147.5458, y = -176.8349, z = 71.04465, angle = -89.72519, collision = h2701B0
x = -146.6107, y = -176.8349, z = 71.51231, angle = -175.5972, collision = h2701B0
x = -145.7693, y = -176.8349, z = 73.4942, angle = -148.1437, collision = h2701B0
x = -145.1483, y = -176.8349, z = 74.57113, angle = 165.0599, collision = h2701B0
x = -145.3082, y = -176.7359, z = 75.61443, angle = 147.5278, collision = h2701B0
x = -145.9996, y = -176.6431, z = 76.83171, angle = -160.3624, collision = h2701B0
x = -145.5636, y = -176.643, z = 78.13258, angle = -145.5578, collision = h2701B0
x = -144.7666, y = -176.643, z = 79.29006, angle = -153.896, collision = h2701B0
x = -144.3669, y = -176.643, z = 80.58914, angle = 177.7487, collision = h2701B0
x = -144.4267, y = -176.643, z = 81.99324, angle = 177.3013, collision = h2701B0
x = -144.3775, y = -176.5498, z = 83.39006, angle = -165.6454, collision = h2701B0
x = -144.0695, y = -176.5498, z = 84.56227, angle = -164.5341, collision = h2701B0
x = -144.5735, y = -176.643, z = 77.53069, angle = -8.030513, collision = h2701B0
x = -144.4024, y = -176.6431, z = 76.45182, angle = -30.17123, collision = h2701B0
x = -143.4422, y = -176.7359, z = 75.85439, angle = -71.42636, collision = h2701B0
x = -142.1542, y = -176.7359, z = 75.73232, angle = -91.03059, collision = h2701B0
x = -140.7493, y = -176.7359, z = 75.74313, angle = -79.31695, collision = h2701B0
x = -139.3659, y = -176.8054, z = 75.49734, angle = -79.58101, collision = h2701B0
x = -138.0281, y = -176.8054, z = 75.10277, angle = -60.24701, collision = h2701B0
x = -137.1788, y = -176.8054, z = 74.43612, angle = -38.71683, collision = h2701B0
x = -137.2463, y = -176.8054, z = 73.39038, angle = 104.9923, collision = h2701B0
x = -138.3091, y = -176.8054, z = 73.77602, angle = 106.3128, collision = h2701B0
x = -139.3145, y = -176.8054, z = 74.08132, angle = 109.5686, collision = h2701B0
x = -140.5402, y = -176.8054, z = 74.51374, angle = 108.3997, collision = h2701B0
x = -141.4902, y = -176.7359, z = 74.82984, angle = 118.2776, collision = h2701B0
x = -144.8029, y = -176.5498, z = 85.58541, angle = 169.9591, collision = h2701B0
x = -145.3448, y = -176.629, z = 86.61045, angle = 86.89027, collision = h2701B0
x = -144.7378, y = -176.629, z = 87.79401, angle = -96.53374, collision = h2701B0
x = -143.7758, y = -176.629, z = 87.18025, angle = 56.21722, collision = h2701B0
x = -146.1884, y = -176.5497, z = 85.85492, angle = 74.00686, collision = h2701B0
x = -147.2764, y = -176.5497, z = 85.41296, angle = 85.93084, collision = h2701B0
x = -147.9245, y = -176.5497, z = 86.32738, angle = 179.5149, collision = h2701B0
x = -147.6579, y = -176.5497, z = 87.44942, angle = -174.9241, collision = h2701B0
x = -146.2834, y = -172.0197, z = 87.72682, angle = -72.00002, collision = h0027B0
x = -144.952, y = -172.1788, z = 85.15807, angle = -123.1421, collision = h0027B0
x = -144.1042, y = -166.6224, z = 84.80323, angle = 31.17282, collision = h0027B0
x = -144.6998, y = -166.6231, z = 83.97816, angle = 43.7044, collision = h0027B0
x = -145.4713, y = -166.6286, z = 82.86647, angle = 13.12747, collision = h0027B0
x = -145.7702, y = -166.6233, z = 81.49599, angle = -1.756643, collision = h0027B0
x = -145.5308, y = -166.6655, z = 80.40495, angle = -23.96812, collision = h0027B0
x = -145.0569, y = -166.6842, z = 79.10382, angle = -6.293473, collision = h0027B0
x = -145.0646, y = -166.6947, z = 77.7149, angle = 18.83018, collision = h0027B0
x = -145.5017, y = -166.6826, z = 76.38014, angle = 8.318173, collision = h0027B0
x = -145.6554, y = -166.68, z = 75.37597, angle = 2.613722, collision = h0027B0
x = -145.836, y = -166.3607, z = 74.04305, angle = 54.0124, collision = h0027B0
x = -146.9535, y = -166.2366, z = 73.19998, angle = 38.88276, collision = h0027B0
x = -148.0039, y = -165.9864, z = 72.37013, angle = 83.34751, collision = h0027B0
x = -149.0079, y = -165.6243, z = 72.24526, angle = 72.84836, collision = h0027B0
x = -150.1506, y = -165.2376, z = 71.7919, angle = 68.02611, collision = h0027B0
x = -151.8628, y = -160.9512, z = 69.99739, angle = 5.999979, collision = h0019B0
x = -150.89, y = -160.9512, z = 69.5835, angle = -78.08675, collision = h0019B0
x = -150.7006, y = -160.9512, z = 68.57827, angle = 105.7052, collision = h0019B0
x = -152.8368, y = -160.9512, z = 69.60867, angle = 73.81168, collision = h0019B0
x = -152.2031, y = -160.9512, z = 68.57264, angle = -12.78161, collision = h0019B0
x = -152.3479, y = -156.7844, z = 67.449, angle = -4.0491, collision = h0019B0
x = -152.6083, y = -156.7844, z = 66.27901, angle = 57.9492, collision = h0019B0
x = -153.6838, y = -156.7844, z = 66.01582, angle = 172.0356, collision = h0019B0
x = -153.4673, y = -156.783, z = 67.43828, angle = 105.0001, collision = h0019B0
x = -154.5139, y = -148.4437, z = 66.7173, angle = 105.0001, collision = h0019B0
x = -155.6265, y = -148.4455, z = 66.77046, angle = -162.8661, collision = h0019B0
x = -154.9549, y = -148.4435, z = 67.74243, angle = -167.7758, collision = h0019B0
x = -154.8433, y = -148.4431, z = 68.902, angle = 117.4371, collision = h0019B0
x = -155.8341, y = -148.4455, z = 68.339, angle = -5.913701, collision = h0019B0
x = -156.6522, y = -148.4455, z = 66.62186, angle = 163.5052, collision = h0019B0
x = -157.1621, y = -148.4455, z = 67.74234, angle = 159.7695, collision = h0019B0
x = -157.7585, y = -148.3829, z = 69.03814, angle = 108.7963, collision = h0019B0
x = -158.9152, y = -148.3194, z = 69.59948, angle = 121.323, collision = h0019B0
x = -160.0051, y = -148.2517, z = 70.07376, angle = 131.0209, collision = h0019B0
x = -160.9849, y = -148.1989, z = 70.90207, angle = 75.68689, collision = h0019B0
x = -161.5633, y = -148.2137, z = 69.89554, angle = -4.030317, collision = h0019B0
x = -162.2169, y = -148.2293, z = 68.80291, angle = 48.37383, collision = h0019B0
x = -163.302, y = -148.2347, z = 68.0382, angle = 69.86928, collision = h0019B0
x = -161.0863, y = -148.236, z = 68.76609, angle = -77.58978, collision = h0019B0
x = -160.3388, y = -148.2175, z = 71.67877, angle = -135.6288, collision = h0019B0
x = -159.6331, y = -148.2144, z = 72.54882, angle = -158.4492, collision = h0019B0
x = -160.1937, y = -148.216, z = 73.45296, angle = 79.29198, collision = h0019B0
x = -161.3264, y = -148.182, z = 72.48451, angle = 101.7577, collision = h0019B0
x = -162.6183, y = -148.2725, z = 72.81378, angle = 164.6864, collision = h0019B0
x = -163.0347, y = -148.2635, z = 73.94672, angle = 142.4698, collision = h0019B0
x = -163.6201, y = -148.2361, z = 74.85986, angle = 76.0603, collision = h0019B0
x = -164.9069, y = -148.2471, z = 74.70246, angle = 33.23774, collision = h0019B0
x = -165.3406, y = -148.2564, z = 73.47527, angle = -37.75319, collision = h0019B0
x = -164.4129, y = -148.2673, z = 72.41666, angle = -42.81417, collision = h0019B0
x = -163.97, y = -148.2891, z = 71.29779, angle = 76.01706, collision = h0019B0
x = -165.2376, y = -148.2817, z = 71.20367, angle = 148.7487, collision = h0019B0
x = -165.856, y = -148.2646, z = 72.41783, angle = -150.6647, collision = h0019B0
x = -164.2209, y = -148.3144, z = 69.98466, angle = 59.38694, collision = h0019B0
x = -165.4116, y = -148.3172, z = 69.5571, angle = 135.3951, collision = h0019B0
x = -166.6953, y = -148.2804, z = 71.64545, angle = 74.66573, collision = h0019B0
x = -167.7763, y = -148.2968, z = 71.27213, angle = 61.81488, collision = h0019B0
x = -162.9494, y = -143.2599, z = 70.06082, angle = -89.60342, collision = h0019B0
x = -161.7974, y = -143.2395, z = 70.25556, angle = -138.7188, collision = h0019B0
x = -161.3864, y = -143.229, z = 71.24189, angle = 164.2298, collision = h0019B0
x = -163.7061, y = -143.0607, z = 68.83806, angle = 86.47809, collision = h0019B0
x = -165.0551, y = -143.019, z = 68.78621, angle = 110.9951, collision = h0019B0
x = -166.0386, y = -142.9901, z = 69.16615, angle = 131.9693, collision = h0019B0
x = -166.4358, y = -143.0011, z = 70.28194, angle = 142.8233, collision = h0019B0
x = -166.4986, y = -142.9929, z = 71.29616, angle = -174.4973, collision = h0019B0
x = -166.5315, y = -142.9868, z = 72.53502, angle = -160.957, collision = h0019B0
x = -165.6615, y = -143.0465, z = 73.25356, angle = -76.49191, collision = h0019B0
x = -164.5555, y = -143.155, z = 73.14611, angle = -94.42068, collision = h0019B0
x = -163.3097, y = -143.194, z = 73.23936, angle = -91.43141, collision = h0019B0
x = -161.9998, y = -143.2479, z = 73.55795, angle = -101.2025, collision = h0019B0
x = -160.8755, y = -143.2145, z = 73.48837, angle = -67.26579, collision = h0019B0
x = -159.6982, y = -143.1242, z = 73.10351, angle = -81.63911, collision = h0019B0
x = -159.5636, y = -143.1096, z = 72.06557, angle = 95.47161, collision = h0019B0
x = -161.043, y = -143.1742, z = 69.13371, angle = -29.1476, collision = h0019B0
x = -160.306, y = -143.1137, z = 67.94352, angle = -73.92771, collision = h0019B0
x = -159.0236, y = -143.1211, z = 67.82545, angle = -175.0167, collision = h0019B0
x = -158.8175, y = -143.0621, z = 68.82762, angle = -146.3325, collision = h0019B0
x = -158.045, y = -143.0825, z = 69.59895, angle = -110.4039, collision = h0019B0
x = -160.2431, y = -143.1489, z = 70.93291, angle = -97.84631, collision = h0019B0
x = -158.8512, y = -143.0591, z = 71.13502, angle = -97.82014, collision = h0019B0
x = -157.877, y = -143.0599, z = 71.76404, angle = 102.114, collision = h0019B0
x = -158.0716, y = -139.1743, z = 72.58135, angle = -76.62704, collision = h0019B0
x = -157.054, y = -138.9895, z = 72.13084, angle = 55.97192, collision = h0019B0
x = -158.2557, y = -139.0198, z = 71.59581, angle = -7.182791, collision = h0019B0
x = -159.3818, y = -139.0417, z = 71.26455, angle = 102.6281, collision = h0019B0
x = -160.4517, y = -139.0473, z = 71.59184, angle = 98.41683, collision = h0019B0
x = -161.5993, y = -139.0542, z = 71.7576, angle = 107.5878, collision = h0019B0
x = -163.0013, y = -139.068, z = 72.19154, angle = 84.31754, collision = h0019B0
x = -164.1542, y = -139.0684, z = 71.57638, angle = 35.07558, collision = h0019B0
x = -165.0194, y = -139.0777, z = 70.38734, angle = 27.36749, collision = h0019B0
x = -165.3165, y = -139.0798, z = 71.83035, angle = -145.99, collision = h0019B0
x = -162.954, y = -139.0605, z = 71.10641, angle = -23.23823, collision = h0019B0
x = -162.6669, y = -139.0612, z = 69.83125, angle = 56.05009, collision = h0019B0
x = -163.8439, y = -139.0827, z = 69.1376, angle = 57.77887, collision = h0019B0
x = -160.67, y = -139.0453, z = 70.14232, angle = 13.22927, collision = h0019B0
x = -161.1051, y = -139.0595, z = 68.81351, angle = 31.28442, collision = h0019B0
x = -161.075, y = -139.0763, z = 67.67194, angle = -74.81516, collision = h0019B0
x = -159.7505, y = -139.0559, z = 67.57726, angle = -146.0363, collision = h0019B0
x = -159.05, y = -139.0135, z = 68.7234, angle = -175.6915, collision = h0019B0
x = -158.8191, y = -139.0222, z = 70.09959, angle = -110.5039, collision = h0019B0
x = -157.7449, y = -138.9689, z = 70.10403, angle = -2.505559, collision = h0019B0
x = -157.7381, y = -138.9451, z = 68.72609, angle = 30.02802, collision = h0019B0
x = -158.385, y = -138.9666, z = 67.48471, angle = -44.813, collision = h0019B0
x = -157.4259, y = -138.9338, z = 66.76064, angle = -129.0196, collision = h0019B0
x = -156.5478, y = -138.9309, z = 67.37736, angle = -108.987, collision = h0059B0
x = -155.5943, y = -139.2257, z = 67.88185, angle = -47.68255, collision = h0059B0
x = -154.7292, y = -139.1223, z = 67.29921, angle = 1.741056, collision = h0059B0
x = -154.7416, y = -139.2002, z = 65.93168, angle = -35.09305, collision = h0059B0
x = -153.7706, y = -139.2276, z = 65.55962, angle = -105.313, collision = h0059B0
x = -152.3994, y = -139.2766, z = 65.84579, angle = -53.93235, collision = h0059B0
x = -151.2491, y = -139.4158, z = 65.11034, angle = -51.12274, collision = h0059B0
x = -150.2583, y = -139.3954, z = 64.26081, angle = -48.74198, collision = h0059B0
x = -149.1908, y = -139.4071, z = 64.72592, angle = -94.67675, collision = h0059B0
x = -148.126, y = -139.4479, z = 64.53281, angle = -72.04639, collision = h0059B0
x = -147.0724, y = -139.4536, z = 64.03284, angle = -43.52615, collision = h0059B0
x = -146.004, y = -139.5785, z = 63.15326, angle = -77.41956, collision = h0059B0
x = -144.6279, y = -139.5614, z = 62.98709, angle = -114.0576, collision = h0059B0
x = -143.3421, y = -139.6247, z = 63.53785, angle = -98.76263, collision = h0059B0
x = -142.4586, y = -139.5123, z = 62.91629, angle = 7.068781, collision = h0059B0
x = -142.3314, y = -139.3609, z = 61.85042, angle = -101.0128, collision = h0059B0
x = -141.1535, y = -139.5055, z = 62.24312, angle = -102.9519, collision = h0059B0
x = -140.0107, y = -139.5211, z = 62.18574, angle = -49.22464, collision = h0059B0
x = -139.1258, y = -139.5014, z = 61.12622, angle = -1.268107, collision = h0059B0
x = -138.9213, y = -139.5168, z = 59.74895, angle = -62.78891, collision = h0059B0
x = -137.7376, y = -139.5112, z = 59.13401, angle = -58.64765, collision = h0059B0
x = -136.6234, y = -139.5231, z = 58.45221, angle = -35.14505, collision = h0059B0
x = -136.3598, y = -139.4189, z = 59.41689, angle = 160.5078, collision = h0059B0
x = -137.3208, y = -139.4548, z = 60.22456, angle = 74.86662, collision = h0059B0
x = -135.3635, y = -139.4473, z = 59.28573, angle = -123.8295, collision = h0059B0
x = -134.0997, y = -139.5331, z = 59.66802, angle = -80.29812, collision = h0059B0
x = -132.8516, y = -139.5111, z = 59.1715, angle = 18.02919, collision = h0059B0
x = -133.5336, y = -139.52, z = 58.24817, angle = 161.2047, collision = h0059B0
x = -132.7172, y = -139.6067, z = 60.26593, angle = -80.24218, collision = h0059B0
x = -131.3476, y = -139.5776, z = 60.13904, angle = -56.9384, collision = h0059B0
x = -131.6637, y = -139.4955, z = 59.15866, angle = 91.8092, collision = h0059B0
x = -197.7566, y = -214.8707, z = 99.70313, angle = 0, collision = h0029B0
x = -198.4414, y = -215.0552, z = 100.7682, angle = -163.7599, collision = h0029B0
x = -198.112, y = -215.1676, z = 102.1289, angle = -170.5477, collision = h3001B0
x = -197.8697, y = -215.1085, z = 103.5474, angle = -170.6951, collision = h3001B0
x = -197.9373, y = -215.1458, z = 104.9149, angle = 125.5243, collision = h3001B0
x = -199.0894, y = -215.2938, z = 105.5886, angle = 95.73757, collision = h3001B0
x = -200.4909, y = -215.555, z = 105.6559, angle = 76.0508, collision = h0029B0
x = -201.8663, y = -215.3476, z = 105.3728, angle = 81.44666, collision = h3001B0
x = -203.254, y = -215.155, z = 105.152, angle = 75.86628, collision = h3001B0
x = -204.4089, y = -215.1133, z = 104.5265, angle = 11.12706, collision = h3001B0
x = -204.5481, y = -215.1115, z = 103.1458, angle = -49.96149, collision = h3001B0
x = -203.417, y = -215.1825, z = 102.4659, angle = -102.2979, collision = h0029B0
x = -202.0314, y = -215.3928, z = 102.685, angle = -93.04202, collision = h0029B0
x = -200.6232, y = -215.3498, z = 102.7383, angle = -78.47248, collision = h0029B0
x = -199.2617, y = -215.2584, z = 102.4127, angle = -43.99489, collision = h0029B0
x = -198.3831, y = -214.6732, z = 98.56372, angle = 56.41411, collision = h0029B0
x = -199.1357, y = -214.5611, z = 97.71122, angle = 117.6085, collision = h0029B0
x = -200.3104, y = -214.7057, z = 98.23827, angle = 153.3893, collision = h0029B0
x = -200.9513, y = -214.9175, z = 99.30931, angle = 159.1971, collision = h0029B0
x = -201.4881, y = -215.1529, z = 100.5485, angle = 108.1577, collision = h0029B0
x = -202.9337, y = -215.1687, z = 100.8124, angle = 29.11621, collision = h0029B0
x = -203.8118, y = -214.86, z = 99.63854, angle = -32.39649, collision = h0029B0
x = -203.3212, y = -214.683, z = 98.61504, angle = -106.3224, collision = h0029B0
x = -202.0246, y = -214.8786, z = 98.78226, angle = -105.2058, collision = h0029B0
x = -199.4753, y = -214.7764, z = 98.88631, angle = -75.61162, collision = h0029B0
x = -197.4889, y = -214.5175, z = 97.6652, angle = 56.88643, collision = h0029B0
x = -198.3954, y = -214.3872, z = 96.9121, angle = 79.38581, collision = h0029B0
x = -199.6788, y = -214.4031, z = 96.62916, angle = 82.86788, collision = h0029B0
x = -200.9259, y = -214.4386, z = 96.49284, angle = 93.24332, collision = h0029B0
x = -201.9626, y = -214.4959, z = 96.54308, angle = 74.79759, collision = h0029B0
x = -203.4304, y = -214.2696, z = 96.22466, angle = 19.43771, collision = h0029B0
x = -203.9202, y = -214.0942, z = 95.2104, angle = -47.55131, collision = h0029B0
x = -203.0275, y = -213.9496, z = 94.229, angle = -88.77967, collision = h0029B0
x = -201.8216, y = -214.0661, z = 94.07499, angle = -75.60719, collision = h0029B0
x = -200.5013, y = -213.9511, z = 93.73578, angle = -80.54796, collision = h0029B0
x = -199.3129, y = -213.8587, z = 93.52022, angle = -49.83992, collision = h0029B0
x = -198.3844, y = -213.6668, z = 92.74671, angle = 42.89886, collision = h0029B0
x = -199.0709, y = -213.5539, z = 91.79041, angle = 80.59001, collision = h0029B0
x = -200.3234, y = -213.569, z = 91.53213, angle = 101.3162, collision = h0029B0
x = -201.5841, y = -213.6534, z = 91.72053, angle = 105.469, collision = h0029B0
x = -202.79, y = -213.6965, z = 91.9666, angle = 38.89764, collision = h0029B0
x = -203.7123, y = -213.3743, z = 91.04784, angle = -25.89911, collision = h0029B0
x = -203.3661, y = -213.181, z = 89.92976, angle = -63.51995, collision = h0029B0
x = -202.2, y = -213.2197, z = 89.24612, angle = -75.83244, collision = h0029B0
x = -201.0308, y = -213.1633, z = 88.94379, angle = -66.1087, collision = h0029B0
x = -199.7797, y = -213.0129, z = 88.40384, angle = -58.70347, collision = h0029B0
x = -198.5519, y = -212.7938, z = 87.69413, angle = -0.640057, collision = h0029B0
x = -198.418, y = -212.5967, z = 86.55829, angle = 76.39705, collision = h0029B0
x = -199.5479, y = -212.6238, z = 86.1736, angle = 87.43666, collision = h0029B0
x = -200.6048, y = -212.6678, z = 86.14048, angle = 75.07174, collision = h0029B0
x = -201.8618, y = -212.623, z = 85.84238, angle = 47.12637, collision = h0029B0
x = -202.7823, y = -212.479, z = 85.02048, angle = -1.035634, collision = h0029B0
x = -203.2604, y = -212.1578, z = 83.83067, angle = -65.95489, collision = h0029B0
x = -202.183, y = -212.1536, z = 83.16456, angle = -69.56115, collision = h0029B0
x = -200.8931, y = -212.0734, z = 82.70696, angle = -63.67374, collision = h0029B0
x = -199.6245, y = -211.9348, z = 82.08993, angle = -57.78664, collision = h0029B0
x = -198.5133, y = -211.6901, z = 81.313, angle = 30.67562, collision = h0029B0
x = -199.4435, y = -211.589, z = 80.10119, angle = 85.42585, collision = h0029B0
x = -200.8005, y = -211.59, z = 79.94882, angle = 52.197, collision = h0029B0
x = -202.1363, y = -211.4339, z = 79.05836, angle = 40.66118, collision = h0029B0
x = -203.0711, y = -211.1201, z = 77.93986, angle = -43.52918, collision = h0029B0
x = -202.424, y = -211.0671, z = 76.96594, angle = -63.27616, collision = h0029B0
x = -201.2149, y = -210.9575, z = 76.34084, angle = -64.42548, collision = h0029B0
x = -200.1376, y = -210.8598, z = 75.78304, angle = -29.97095, collision = h0029B0
x = -199.451, y = -210.66, z = 74.6433, angle = 23.94078, collision = h0029B0
x = -199.8785, y = -210.4706, z = 73.56302, angle = 86.00244, collision = h0029B0
x = -201.1116, y = -210.4426, z = 73.40323, angle = 100.1397, collision = h0029B0
x = -202.3272, y = -210.4667, z = 73.5408, angle = 46.23467, collision = h0029B0
x = -203.3056, y = -210.2047, z = 72.72034, angle = 34.69063, collision = h0029B0
x = -203.9635, y = -210.0184, z = 71.65903, angle = -53.66515, collision = h0029B0
x = -203.142, y = -209.8765, z = 70.81678, angle = -74.03059, collision = h0029B0
x = -201.8504, y = -209.9358, z = 70.51212, angle = -115.7376, collision = h0029B0
x = -200.7207, y = -210.0189, z = 70.98614, angle = -102.9064, collision = h0029B0
x = -199.4548, y = -210.062, z = 71.23203, angle = -14.16497, collision = h0029B0
x = -199.0536, y = -209.8683, z = 70.12666, angle = 42.48042, collision = h0029B0
x = -199.8325, y = -209.7025, z = 69.18068, angle = 70.57887, collision = h0029B0
x = -200.9227, y = -209.6487, z = 68.87418, angle = 21.15528, collision = h0029B0
x = -201.4572, y = -209.543, z = 67.67952, angle = 51.02431, collision = h0029B0
x = -202.2718, y = -209.4735, z = 66.80508, angle = 71.60883, collision = h0029B0
x = -203.4697, y = -209.3112, z = 66.4138, angle = 62.51929, collision = h0029B0
x = -204.6306, y = -209.3759, z = 65.80505, angle = 47.49525, collision = h0029B0
x = -205.5371, y = -209.3733, z = 64.97369, angle = 44.61922, collision = h0029B0
x = -206.5172, y = -209.3632, z = 64.01494, angle = 43.4762, collision = h0029B0
x = -207.3534, y = -209.3632, z = 63.13919, angle = 40.84555, collision = h0029B0
x = -208.1478, y = -209.3632, z = 62.07264, angle = 13.26141, collision = h0029B0
x = -208.465, y = -209.3632, z = 60.91207, angle = 13.64437, collision = h0029B0
x = -208.7934, y = -209.3291, z = 59.61596, angle = 26.97632, collision = h0029B0
x = -209.3162, y = -209.3632, z = 58.49723, angle = 16.38187, collision = h0029B0
x = -208.1525, y = -209.3632, z = 57.78419, angle = -1.796859, collision = h0029B0
x = -207.8254, y = -209.3632, z = 56.55539, angle = 2.41648, collision = h0029B0
x = -207.8776, y = -209.3632, z = 55.32843, angle = -9.306311, collision = h0029B0
x = -207.2915, y = -209.3632, z = 54.32222, angle = -29.40909, collision = h0029B0
x = -206.4956, y = -209.3632, z = 53.37141, angle = -52.27798, collision = h0029B0
x = -205.4436, y = -209.3632, z = 52.85712, angle = -53.70522, collision = h0029B0
x = -204.3686, y = -209.3632, z = 52.21086, angle = -54.87006, collision = h0029B0
x = -203.3537, y = -209.2836, z = 51.50576, angle = -81.93221, collision = h0029B0
x = -202.0395, y = -209.6351, z = 51.22734, angle = -95.97791, collision = h0029B0
x = -200.8369, y = -209.6507, z = 51.38081, angle = -116.8201, collision = h0029B0
x = -199.6112, y = -209.5322, z = 51.9629, angle = -90.42688, collision = h0029B0
x = -198.4853, y = -209.2021, z = 52.16869, angle = -76.30183, collision = h0029B0
x = -197.1905, y = -209.3632, z = 51.85978, angle = -109.7481, collision = h0029B0
x = -196.4359, y = -209.3632, z = 53.27706, angle = -155.1766, collision = h0029B0
x = -195.9353, y = -209.3632, z = 54.42711, angle = -105.357, collision = h0029B0
x = -194.7505, y = -209.3632, z = 54.78275, angle = -119.6791, collision = h0029B0
x = -193.8066, y = -209.3632, z = 55.52437, angle = -175.6278, collision = h0029B0
x = -193.6311, y = -209.3632, z = 56.74371, angle = 176.3691, collision = h0029B0
x = -193.6556, y = -209.3632, z = 58.19124, angle = -162.1472, collision = h0029B0
x = -193.312, y = -209.3632, z = 59.40088, angle = 165.3254, collision = h0029B0
x = -193.5557, y = -209.3632, z = 60.74284, angle = 152.9612, collision = h0029B0
x = -194.004, y = -209.3632, z = 61.65192, angle = 169.6024, collision = h0029B0
x = -194.2773, y = -209.3632, z = 62.9317, angle = 148.9251, collision = h0029B0
x = -194.8528, y = -209.3632, z = 64.05169, angle = 153.2355, collision = h0029B0
x = -195.6331, y = -209.3632, z = 64.91323, angle = 126.4605, collision = h0029B0
